freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
500.0 MHz,12.675,94.497,0.25,2.5,2.6,0.25,0.2,0.998,170.893
500.0 MHz,14.885,81.163,0.25,2.5,2.7,0.2,0.25,0.998,169.314
500.0 MHz,13.208,92.679,0.25,2.5,2.7,0.25,0.2,0.998,170.512
500.0 MHz,15.459,80.891,0.25,2.5,2.8,0.2,0.25,0.998,168.905
500.0 MHz,13.736,92.397,0.25,2.5,2.8,0.25,0.2,0.998,170.135
500.0 MHz,16.033,80.702,0.25,2.5,2.9,0.2,0.25,0.998,168.495
500.0 MHz,14.281,91.526,0.25,2.5,2.9,0.25,0.2,0.998,169.745
500.0 MHz,16.613,80.303,0.25,2.5,3.0,0.2,0.25,0.997,168.082
500.0 MHz,14.811,91.271,0.25,2.5,3.0,0.25,0.2,0.998,169.367
500.0 MHz,17.183,80.006,0.25,2.5,3.1,0.2,0.25,0.997,167.676
500.0 MHz,15.346,90.836,0.25,2.5,3.1,0.25,0.2,0.998,168.985
500.0 MHz,17.758,79.774,0.25,2.5,3.2,0.2,0.25,0.997,167.267
500.0 MHz,15.873,90.671,0.25,2.5,3.2,0.25,0.2,0.998,168.609
500.0 MHz,18.335,79.579,0.25,2.5,3.3,0.2,0.25,0.997,166.857
500.0 MHz,16.403,90.522,0.25,2.5,3.3,0.25,0.2,0.998,168.231
500.0 MHz,18.911,79.407,0.25,2.5,3.4,0.2,0.25,0.997,166.447
500.0 MHz,16.933,90.374,0.25,2.5,3.4,0.25,0.2,0.998,167.854
500.0 MHz,19.486,79.247,0.25,2.5,3.5,0.2,0.25,0.997,166.039
500.0 MHz,17.461,90.029,0.25,2.5,3.5,0.25,0.2,0.998,167.478
500.0 MHz,20.065,79.019,0.25,2.5,3.6,0.2,0.25,0.997,165.629
500.0 MHz,17.991,89.832,0.25,2.5,3.6,0.25,0.2,0.998,167.101
500.0 MHz,20.667,80.452,0.25,2.5,3.7,0.2,0.25,0.997,165.203
500.0 MHz,18.525,91.35,0.25,2.5,3.7,0.25,0.2,0.997,166.721
500.0 MHz,21.247,80.319,0.25,2.5,3.8,0.2,0.25,0.997,164.792
500.0 MHz,19.066,90.972,0.25,2.5,3.8,0.25,0.2,0.997,166.338
500.0 MHz,21.831,80.07,0.25,2.5,3.9,0.2,0.25,0.997,164.379
500.0 MHz,22.402,79.841,0.25,2.5,4.0,0.2,0.25,0.997,163.976
500.0 MHz,22.982,79.731,0.25,2.5,4.1,0.2,0.25,0.996,163.567
500.0 MHz,23.56,79.574,0.25,2.5,4.2,0.2,0.25,0.996,163.159
500.0 MHz,24.14,79.457,0.25,2.5,4.3,0.2,0.25,0.996,162.75
500.0 MHz,24.72,79.349,0.25,2.5,4.4,0.2,0.25,0.996,162.343
500.0 MHz,25.301,79.251,0.25,2.5,4.5,0.2,0.25,0.996,161.935
500.0 MHz,25.879,79.163,0.25,2.5,4.6,0.2,0.25,0.996,161.529
500.0 MHz,26.46,79.005,0.25,2.5,4.7,0.2,0.25,0.996,161.121
500.0 MHz,27.072,79.926,0.25,2.5,4.8,0.2,0.25,0.996,160.693
500.0 MHz,27.644,79.745,0.25,2.5,4.9,0.2,0.3,0.996,160.293
500.0 MHz,24.95,90.427,0.25,2.5,4.9,0.25,0.3,0.997,162.181
500.0 MHz,28.225,79.664,0.25,2.5,5.0,0.2,0.3,0.996,159.887
500.0 MHz,25.488,90.292,0.25,2.5,5.0,0.25,0.3,0.997,161.803
500.0 MHz,14.349,57.958,0.25,2.6,2.0,0.1,0.1,,
500.0 MHz,10.868,81.835,0.25,2.6,2.0,0.2,0.2,0.998,172.187
500.0 MHz,15.033,57.47,0.25,2.6,2.1,0.1,0.1,0.997,169.208
500.0 MHz,11.439,81.045,0.25,2.6,2.1,0.2,0.2,0.998,171.778
500.0 MHz,12.572,79.95,0.25,2.6,2.3,0.2,0.2,0.998,170.967
500.0 MHz,13.139,79.601,0.25,2.6,2.4,0.2,0.2,0.998,170.561
500.0 MHz,13.711,79.126,0.25,2.6,2.5,0.2,0.25,0.998,170.153
500.0 MHz,12.162,90.243,0.25,2.6,2.5,0.25,0.2,0.998,171.26
500.0 MHz,14.307,81.514,0.25,2.6,2.6,0.2,0.25,0.998,169.726
500.0 MHz,12.675,94.497,0.25,2.6,2.6,0.25,0.2,0.998,170.893
500.0 MHz,14.885,81.163,0.25,2.6,2.7,0.2,0.25,0.998,169.314
500.0 MHz,13.208,92.679,0.25,2.6,2.7,0.25,0.2,0.998,170.512
500.0 MHz,15.459,80.891,0.25,2.6,2.8,0.2,0.25,0.998,168.905
500.0 MHz,13.736,92.397,0.25,2.6,2.8,0.25,0.2,0.998,170.135
500.0 MHz,16.033,80.702,0.25,2.6,2.9,0.2,0.25,0.998,168.495
500.0 MHz,14.281,91.526,0.25,2.6,2.9,0.25,0.2,0.998,169.745
500.0 MHz,16.613,80.303,0.25,2.6,3.0,0.2,0.25,0.997,168.082
500.0 MHz,14.811,91.271,0.25,2.6,3.0,0.25,0.2,0.998,169.367
500.0 MHz,17.183,80.006,0.25,2.6,3.1,0.2,0.25,0.997,167.676
500.0 MHz,15.346,90.836,0.25,2.6,3.1,0.25,0.2,0.998,168.985
500.0 MHz,17.758,79.774,0.25,2.6,3.2,0.2,0.25,0.997,167.267
500.0 MHz,15.873,90.671,0.25,2.6,3.2,0.25,0.2,0.998,168.609
500.0 MHz,18.335,79.579,0.25,2.6,3.3,0.2,0.25,0.997,166.857
500.0 MHz,16.403,90.522,0.25,2.6,3.3,0.25,0.2,0.998,168.231
500.0 MHz,18.911,79.407,0.25,2.6,3.4,0.2,0.25,0.997,166.447
500.0 MHz,16.933,90.374,0.25,2.6,3.4,0.25,0.2,0.998,167.854
500.0 MHz,19.486,79.247,0.25,2.6,3.5,0.2,0.25,0.997,166.039
500.0 MHz,17.461,90.029,0.25,2.6,3.5,0.25,0.2,0.998,167.478
500.0 MHz,20.065,79.019,0.25,2.6,3.6,0.2,0.25,0.997,165.629
500.0 MHz,17.991,89.832,0.25,2.6,3.6,0.25,0.2,0.998,167.101
500.0 MHz,20.667,80.452,0.25,2.6,3.7,0.2,0.25,0.997,165.203
500.0 MHz,18.525,91.35,0.25,2.6,3.7,0.25,0.2,0.997,166.721
500.0 MHz,21.247,80.319,0.25,2.6,3.8,0.2,0.25,0.997,164.792
500.0 MHz,19.066,90.972,0.25,2.6,3.8,0.25,0.2,0.997,166.338
500.0 MHz,21.831,80.07,0.25,2.6,3.9,0.2,0.25,0.997,164.379
500.0 MHz,22.402,79.841,0.25,2.6,4.0,0.2,0.25,0.997,163.976
500.0 MHz,22.982,79.731,0.25,2.6,4.1,0.2,0.25,0.996,163.567
500.0 MHz,23.56,79.574,0.25,2.6,4.2,0.2,0.25,0.996,163.159
500.0 MHz,24.14,79.457,0.25,2.6,4.3,0.2,0.25,0.996,162.75
500.0 MHz,24.72,79.349,0.25,2.6,4.4,0.2,0.25,0.996,162.343
500.0 MHz,25.301,79.251,0.25,2.6,4.5,0.2,0.25,0.996,161.935
500.0 MHz,25.879,79.163,0.25,2.6,4.6,0.2,0.25,0.996,161.529
500.0 MHz,26.46,79.005,0.25,2.6,4.7,0.2,0.25,0.996,161.121
500.0 MHz,27.072,79.926,0.25,2.6,4.8,0.2,0.25,0.996,160.693
500.0 MHz,27.644,79.745,0.25,2.6,4.9,0.2,0.3,0.996,160.293
500.0 MHz,24.95,90.427,0.25,2.6,4.9,0.25,0.3,0.997,162.181
500.0 MHz,28.225,79.664,0.25,2.6,5.0,0.2,0.3,0.996,159.887
500.0 MHz,25.488,90.292,0.25,2.6,5.0,0.25,0.3,0.997,161.803
500.0 MHz,14.349,57.958,0.25,2.7,2.0,0.1,0.1,,
500.0 MHz,10.868,81.835,0.25,2.7,2.0,0.2,0.2,0.998,172.187
500.0 MHz,15.033,57.47,0.25,2.7,2.1,0.1,0.1,0.997,169.208
500.0 MHz,11.439,81.045,0.25,2.7,2.1,0.2,0.2,0.998,171.778
500.0 MHz,12.572,79.95,0.25,2.7,2.3,0.2,0.2,0.998,170.967
500.0 MHz,13.139,79.601,0.25,2.7,2.4,0.2,0.2,0.998,170.561
500.0 MHz,13.711,79.126,0.25,2.7,2.5,0.2,0.25,0.998,170.153
500.0 MHz,12.162,90.243,0.25,2.7,2.5,0.25,0.2,0.998,171.26
500.0 MHz,14.307,81.514,0.25,2.7,2.6,0.2,0.25,0.998,169.726
500.0 MHz,12.675,94.497,0.25,2.7,2.6,0.25,0.2,0.998,170.893
500.0 MHz,14.885,81.163,0.25,2.7,2.7,0.2,0.25,0.998,169.314
500.0 MHz,13.208,92.679,0.25,2.7,2.7,0.25,0.2,0.998,170.512
500.0 MHz,15.459,80.891,0.25,2.7,2.8,0.2,0.25,0.998,168.905
500.0 MHz,13.736,92.397,0.25,2.7,2.8,0.25,0.2,0.998,170.135
500.0 MHz,16.033,80.702,0.25,2.7,2.9,0.2,0.25,0.998,168.495
500.0 MHz,14.281,91.526,0.25,2.7,2.9,0.25,0.2,0.998,169.745
500.0 MHz,16.613,80.303,0.25,2.7,3.0,0.2,0.25,0.997,168.082
500.0 MHz,14.811,91.271,0.25,2.7,3.0,0.25,0.2,0.998,169.367
500.0 MHz,17.183,80.006,0.25,2.7,3.1,0.2,0.25,0.997,167.676
500.0 MHz,15.346,90.836,0.25,2.7,3.1,0.25,0.2,0.998,168.985
500.0 MHz,17.758,79.774,0.25,2.7,3.2,0.2,0.25,0.997,167.267
500.0 MHz,15.873,90.671,0.25,2.7,3.2,0.25,0.2,0.998,168.609
500.0 MHz,18.335,79.579,0.25,2.7,3.3,0.2,0.25,0.997,166.857
500.0 MHz,16.403,90.522,0.25,2.7,3.3,0.25,0.2,0.998,168.231
500.0 MHz,18.911,79.407,0.25,2.7,3.4,0.2,0.25,0.997,166.447
500.0 MHz,16.933,90.374,0.25,2.7,3.4,0.25,0.2,0.998,167.854
500.0 MHz,19.486,79.247,0.25,2.7,3.5,0.2,0.25,0.997,166.039
500.0 MHz,17.461,90.029,0.25,2.7,3.5,0.25,0.2,0.998,167.478
500.0 MHz,20.065,79.019,0.25,2.7,3.6,0.2,0.25,0.997,165.629
500.0 MHz,17.991,89.832,0.25,2.7,3.6,0.25,0.2,0.998,167.101
500.0 MHz,20.667,80.452,0.25,2.7,3.7,0.2,0.25,0.997,165.203
500.0 MHz,18.525,91.35,0.25,2.7,3.7,0.25,0.2,0.997,166.721
500.0 MHz,21.247,80.319,0.25,2.7,3.8,0.2,0.25,0.997,164.792
500.0 MHz,19.066,90.972,0.25,2.7,3.8,0.25,0.2,0.997,166.338
500.0 MHz,21.831,80.07,0.25,2.7,3.9,0.2,0.25,0.997,164.379
500.0 MHz,22.402,79.841,0.25,2.7,4.0,0.2,0.25,0.997,163.976
500.0 MHz,22.982,79.731,0.25,2.7,4.1,0.2,0.25,0.996,163.567
500.0 MHz,23.56,79.574,0.25,2.7,4.2,0.2,0.25,0.996,163.159
500.0 MHz,24.14,79.457,0.25,2.7,4.3,0.2,0.25,0.996,162.75
500.0 MHz,24.72,79.349,0.25,2.7,4.4,0.2,0.25,0.996,162.343
500.0 MHz,25.301,79.251,0.25,2.7,4.5,0.2,0.25,0.996,161.935
500.0 MHz,25.879,79.163,0.25,2.7,4.6,0.2,0.25,0.996,161.529
500.0 MHz,26.46,79.005,0.25,2.7,4.7,0.2,0.25,0.996,161.121
500.0 MHz,27.072,79.926,0.25,2.7,4.8,0.2,0.25,0.996,160.693
500.0 MHz,27.644,79.745,0.25,2.7,4.9,0.2,0.3,0.996,160.293
500.0 MHz,24.95,90.427,0.25,2.7,4.9,0.25,0.3,0.997,162.181
500.0 MHz,28.225,79.664,0.25,2.7,5.0,0.2,0.3,0.996,159.887
500.0 MHz,25.488,90.292,0.25,2.7,5.0,0.25,0.3,0.997,161.803
500.0 MHz,14.349,57.958,0.25,2.8,2.0,0.1,0.1,,
500.0 MHz,10.868,81.835,0.25,2.8,2.0,0.2,0.2,0.998,172.187
500.0 MHz,11.439,81.045,0.25,2.8,2.1,0.2,0.2,0.998,171.778
500.0 MHz,12.572,79.95,0.25,2.8,2.3,0.2,0.2,0.998,170.967
500.0 MHz,13.139,79.601,0.25,2.8,2.4,0.2,0.2,0.998,170.561
500.0 MHz,13.711,79.126,0.25,2.8,2.5,0.2,0.25,0.998,170.153
500.0 MHz,12.162,90.243,0.25,2.8,2.5,0.25,0.2,0.998,171.26
500.0 MHz,14.307,81.514,0.25,2.8,2.6,0.2,0.25,0.998,169.726
500.0 MHz,12.675,94.497,0.25,2.8,2.6,0.25,0.2,0.998,170.893
500.0 MHz,14.885,81.163,0.25,2.8,2.7,0.2,0.25,0.998,169.314
500.0 MHz,13.208,92.679,0.25,2.8,2.7,0.25,0.2,0.998,170.512
500.0 MHz,15.459,80.891,0.25,2.8,2.8,0.2,0.25,0.998,168.905
500.0 MHz,13.736,92.397,0.25,2.8,2.8,0.25,0.2,0.998,170.135
500.0 MHz,16.033,80.702,0.25,2.8,2.9,0.2,0.25,0.998,168.495
500.0 MHz,14.281,91.526,0.25,2.8,2.9,0.25,0.2,0.998,169.745
500.0 MHz,16.613,80.303,0.25,2.8,3.0,0.2,0.25,0.997,168.082
500.0 MHz,14.811,91.271,0.25,2.8,3.0,0.25,0.2,0.998,169.367
500.0 MHz,17.183,80.006,0.25,2.8,3.1,0.2,0.25,0.997,167.676
500.0 MHz,15.346,90.836,0.25,2.8,3.1,0.25,0.2,0.998,168.985
500.0 MHz,17.758,79.774,0.25,2.8,3.2,0.2,0.25,0.997,167.267
500.0 MHz,15.873,90.671,0.25,2.8,3.2,0.25,0.2,0.998,168.609
500.0 MHz,18.335,79.579,0.25,2.8,3.3,0.2,0.25,0.997,166.857
500.0 MHz,16.403,90.522,0.25,2.8,3.3,0.25,0.2,0.998,168.231
500.0 MHz,18.911,79.407,0.25,2.8,3.4,0.2,0.25,0.997,166.447
500.0 MHz,16.933,90.374,0.25,2.8,3.4,0.25,0.2,0.998,167.854
500.0 MHz,19.486,79.247,0.25,2.8,3.5,0.2,0.25,0.997,166.039
500.0 MHz,17.461,90.029,0.25,2.8,3.5,0.25,0.2,0.998,167.478
500.0 MHz,20.065,79.019,0.25,2.8,3.6,0.2,0.25,0.997,165.629
500.0 MHz,17.991,89.832,0.25,2.8,3.6,0.25,0.2,0.998,167.101
500.0 MHz,20.667,80.452,0.25,2.8,3.7,0.2,0.25,0.997,165.203
500.0 MHz,18.525,91.35,0.25,2.8,3.7,0.25,0.2,0.997,166.721
500.0 MHz,21.247,80.319,0.25,2.8,3.8,0.2,0.25,0.997,164.792
500.0 MHz,19.066,90.972,0.25,2.8,3.8,0.25,0.2,0.997,166.338
500.0 MHz,21.831,80.07,0.25,2.8,3.9,0.2,0.25,0.997,164.379
500.0 MHz,22.402,79.841,0.25,2.8,4.0,0.2,0.25,0.997,163.976
500.0 MHz,22.982,79.731,0.25,2.8,4.1,0.2,0.25,0.996,163.567
500.0 MHz,23.56,79.574,0.25,2.8,4.2,0.2,0.25,0.996,163.159
500.0 MHz,24.14,79.457,0.25,2.8,4.3,0.2,0.25,0.996,162.75
500.0 MHz,24.72,79.349,0.25,2.8,4.4,0.2,0.25,0.996,162.343
500.0 MHz,25.301,79.251,0.25,2.8,4.5,0.2,0.25,0.996,161.935
500.0 MHz,25.879,79.163,0.25,2.8,4.6,0.2,0.25,0.996,161.529
500.0 MHz,26.46,79.005,0.25,2.8,4.7,0.2,0.25,0.996,161.121
500.0 MHz,27.072,79.926,0.25,2.8,4.8,0.2,0.25,0.996,160.693
500.0 MHz,27.644,79.745,0.25,2.8,4.9,0.2,0.3,0.996,160.293
500.0 MHz,24.95,90.427,0.25,2.8,4.9,0.25,0.3,0.997,162.181
500.0 MHz,28.225,79.664,0.25,2.8,5.0,0.2,0.3,0.996,159.887
500.0 MHz,25.488,90.292,0.25,2.8,5.0,0.25,0.3,0.997,161.803
500.0 MHz,14.349,57.958,0.25,2.9,2.0,0.1,0.1,,
500.0 MHz,10.868,81.835,0.25,2.9,2.0,0.2,0.2,0.998,172.187
500.0 MHz,11.439,81.045,0.25,2.9,2.1,0.2,0.2,0.998,171.778
500.0 MHz,13.139,79.601,0.25,2.9,2.4,0.2,0.2,0.998,170.561
500.0 MHz,13.711,79.126,0.25,2.9,2.5,0.2,0.25,0.998,170.153
500.0 MHz,12.162,90.243,0.25,2.9,2.5,0.25,0.2,0.998,171.26
500.0 MHz,14.307,81.514,0.25,2.9,2.6,0.2,0.25,0.998,169.726
500.0 MHz,12.675,94.497,0.25,2.9,2.6,0.25,0.2,0.998,170.893
500.0 MHz,14.885,81.163,0.25,2.9,2.7,0.2,0.25,0.998,169.314
500.0 MHz,13.208,92.679,0.25,2.9,2.7,0.25,0.2,0.998,170.512
500.0 MHz,15.459,80.891,0.25,2.9,2.8,0.2,0.25,0.998,168.905
500.0 MHz,13.736,92.397,0.25,2.9,2.8,0.25,0.2,0.998,170.135
500.0 MHz,16.033,80.702,0.25,2.9,2.9,0.2,0.25,0.998,168.495
500.0 MHz,14.281,91.526,0.25,2.9,2.9,0.25,0.2,0.998,169.745
500.0 MHz,16.613,80.303,0.25,2.9,3.0,0.2,0.25,0.997,168.082
500.0 MHz,14.811,91.271,0.25,2.9,3.0,0.25,0.2,0.998,169.367
500.0 MHz,17.183,80.006,0.25,2.9,3.1,0.2,0.25,0.997,167.676
500.0 MHz,15.346,90.836,0.25,2.9,3.1,0.25,0.2,0.998,168.985
500.0 MHz,17.758,79.774,0.25,2.9,3.2,0.2,0.25,0.997,167.267
500.0 MHz,15.873,90.671,0.25,2.9,3.2,0.25,0.2,0.998,168.609
500.0 MHz,18.335,79.579,0.25,2.9,3.3,0.2,0.25,0.997,166.857
500.0 MHz,16.403,90.522,0.25,2.9,3.3,0.25,0.2,0.998,168.231
500.0 MHz,18.911,79.407,0.25,2.9,3.4,0.2,0.25,0.997,166.447
500.0 MHz,16.933,90.374,0.25,2.9,3.4,0.25,0.2,0.998,167.854
500.0 MHz,19.486,79.247,0.25,2.9,3.5,0.2,0.25,0.997,166.039
500.0 MHz,17.461,90.029,0.25,2.9,3.5,0.25,0.2,0.998,167.478
500.0 MHz,20.065,79.019,0.25,2.9,3.6,0.2,0.25,0.997,165.629
500.0 MHz,17.991,89.832,0.25,2.9,3.6,0.25,0.2,0.998,167.101
500.0 MHz,20.667,80.452,0.25,2.9,3.7,0.2,0.25,0.997,165.203
500.0 MHz,18.525,91.35,0.25,2.9,3.7,0.25,0.2,0.997,166.721
500.0 MHz,21.247,80.319,0.25,2.9,3.8,0.2,0.25,0.997,164.792
500.0 MHz,19.066,90.972,0.25,2.9,3.8,0.25,0.2,0.997,166.338
500.0 MHz,21.831,80.07,0.25,2.9,3.9,0.2,0.25,0.997,164.379
500.0 MHz,22.402,79.841,0.25,2.9,4.0,0.2,0.25,0.997,163.976
500.0 MHz,22.982,79.731,0.25,2.9,4.1,0.2,0.25,0.996,163.567
500.0 MHz,23.56,79.574,0.25,2.9,4.2,0.2,0.25,0.996,163.159
500.0 MHz,24.14,79.457,0.25,2.9,4.3,0.2,0.25,0.996,162.75
500.0 MHz,24.72,79.349,0.25,2.9,4.4,0.2,0.25,0.996,162.343
500.0 MHz,25.301,79.251,0.25,2.9,4.5,0.2,0.25,0.996,161.935
500.0 MHz,25.879,79.163,0.25,2.9,4.6,0.2,0.25,0.996,161.529
500.0 MHz,26.46,79.005,0.25,2.9,4.7,0.2,0.25,0.996,161.121
500.0 MHz,27.072,79.926,0.25,2.9,4.8,0.2,0.25,0.996,160.693
500.0 MHz,27.644,79.745,0.25,2.9,4.9,0.2,0.3,0.996,160.293
500.0 MHz,24.95,90.427,0.25,2.9,4.9,0.25,0.3,0.997,162.181
500.0 MHz,28.225,79.664,0.25,2.9,5.0,0.2,0.3,0.996,159.887
500.0 MHz,25.488,90.292,0.25,2.9,5.0,0.25,0.3,0.997,161.803
500.0 MHz,14.349,57.958,0.25,3.0,2.0,0.1,0.1,,
500.0 MHz,10.868,81.835,0.25,3.0,2.0,0.2,0.2,0.998,172.187
500.0 MHz,11.439,81.045,0.25,3.0,2.1,0.2,0.2,0.998,171.778
500.0 MHz,13.139,79.601,0.25,3.0,2.4,0.2,0.2,0.998,170.561
500.0 MHz,13.711,79.126,0.25,3.0,2.5,0.2,0.25,0.998,170.153
500.0 MHz,12.162,90.243,0.25,3.0,2.5,0.25,0.2,0.998,171.26
500.0 MHz,14.307,81.514,0.25,3.0,2.6,0.2,0.25,0.998,169.726
500.0 MHz,12.675,94.497,0.25,3.0,2.6,0.25,0.2,0.998,170.893
500.0 MHz,14.885,81.163,0.25,3.0,2.7,0.2,0.25,0.998,169.314
500.0 MHz,13.208,92.679,0.25,3.0,2.7,0.25,0.2,0.998,170.512
500.0 MHz,15.459,80.891,0.25,3.0,2.8,0.2,0.25,0.998,168.905
500.0 MHz,13.736,92.397,0.25,3.0,2.8,0.25,0.2,0.998,170.135
500.0 MHz,16.033,80.702,0.25,3.0,2.9,0.2,0.25,0.998,168.495
500.0 MHz,14.281,91.526,0.25,3.0,2.9,0.25,0.2,0.998,169.745
500.0 MHz,16.613,80.303,0.25,3.0,3.0,0.2,0.25,0.997,168.082
500.0 MHz,14.811,91.271,0.25,3.0,3.0,0.25,0.2,0.998,169.367
500.0 MHz,17.183,80.006,0.25,3.0,3.1,0.2,0.25,0.997,167.676
500.0 MHz,15.346,90.836,0.25,3.0,3.1,0.25,0.2,0.998,168.985
500.0 MHz,17.758,79.774,0.25,3.0,3.2,0.2,0.25,0.997,167.267
500.0 MHz,15.873,90.671,0.25,3.0,3.2,0.25,0.2,0.998,168.609
500.0 MHz,18.335,79.579,0.25,3.0,3.3,0.2,0.25,0.997,166.857
500.0 MHz,16.403,90.522,0.25,3.0,3.3,0.25,0.2,0.998,168.231
500.0 MHz,18.911,79.407,0.25,3.0,3.4,0.2,0.25,0.997,166.447
500.0 MHz,16.933,90.374,0.25,3.0,3.4,0.25,0.2,0.998,167.854
500.0 MHz,19.486,79.247,0.25,3.0,3.5,0.2,0.25,0.997,166.039
500.0 MHz,17.461,90.029,0.25,3.0,3.5,0.25,0.2,0.998,167.478
500.0 MHz,20.065,79.019,0.25,3.0,3.6,0.2,0.25,0.997,165.629
500.0 MHz,17.991,89.832,0.25,3.0,3.6,0.25,0.2,0.998,167.101
