freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
400.0 MHz,155.416,75.124,1.5,4.2,4.7,0.2,0.25,0.987,104.002
400.0 MHz,155.665,74.338,1.5,4.2,4.9,0.2,0.3,0.987,103.913
400.0 MHz,138.925,81.93,1.5,4.2,4.9,0.25,0.3,0.989,110.143
400.0 MHz,157.877,74.396,1.5,4.2,5.0,0.2,0.3,0.987,103.127
400.0 MHz,140.97,81.987,1.5,4.2,5.0,0.25,0.3,0.989,109.355
400.0 MHz,146.688,56.442,1.5,4.3,2.0,0.1,0.1,,
400.0 MHz,99.22,70.885,1.5,4.3,2.0,0.2,0.2,0.989,126.984
400.0 MHz,152.863,56.629,1.5,4.3,2.2,0.1,0.1,0.983,104.918
400.0 MHz,156.048,57.234,1.5,4.3,2.3,0.1,0.1,0.983,103.773
400.0 MHz,109.189,72.699,1.5,4.3,2.4,0.2,0.2,0.988,122.478
400.0 MHz,107.931,71.889,1.5,4.3,2.5,0.2,0.25,0.988,123.037
400.0 MHz,97.81,79.32,1.5,4.3,2.5,0.25,0.2,0.99,127.637
400.0 MHz,110.261,72.162,1.5,4.3,2.6,0.2,0.25,0.988,122.005
400.0 MHz,100.031,79.686,1.5,4.3,2.6,0.25,0.2,0.99,126.611
400.0 MHz,112.549,72.465,1.5,4.3,2.7,0.2,0.25,0.988,121.001
400.0 MHz,102.234,80.012,1.5,4.3,2.7,0.25,0.2,0.99,125.603
400.0 MHz,114.903,72.769,1.5,4.3,2.8,0.2,0.25,0.988,119.979
400.0 MHz,104.516,80.413,1.5,4.3,2.8,0.25,0.2,0.99,124.568
400.0 MHz,117.171,72.971,1.5,4.3,2.9,0.2,0.25,0.988,119.004
400.0 MHz,106.577,80.58,1.5,4.3,2.9,0.25,0.2,0.99,123.641
400.0 MHz,119.44,73.195,1.5,4.3,3.0,0.2,0.25,0.988,118.039
400.0 MHz,108.853,80.88,1.5,4.3,3.0,0.25,0.2,0.99,122.627
400.0 MHz,121.689,73.447,1.5,4.3,3.1,0.2,0.25,0.988,117.091
400.0 MHz,110.99,81.061,1.5,4.3,3.1,0.25,0.2,0.99,121.684
400.0 MHz,123.955,73.537,1.5,4.3,3.2,0.2,0.25,0.988,116.146
400.0 MHz,113.131,81.189,1.5,4.3,3.2,0.25,0.2,0.989,120.748
400.0 MHz,126.186,73.685,1.5,4.3,3.3,0.2,0.25,0.988,115.225
400.0 MHz,115.272,81.384,1.5,4.3,3.3,0.25,0.2,0.989,119.821
400.0 MHz,128.427,73.878,1.5,4.3,3.4,0.2,0.25,0.988,114.309
400.0 MHz,117.395,81.657,1.5,4.3,3.4,0.25,0.2,0.989,118.909
400.0 MHz,130.738,74.009,1.5,4.3,3.5,0.2,0.25,0.988,113.375
400.0 MHz,119.525,81.991,1.5,4.3,3.5,0.25,0.2,0.989,118.003
400.0 MHz,132.957,74.189,1.5,4.3,3.6,0.2,0.25,0.988,112.486
400.0 MHz,121.654,82.123,1.5,4.3,3.6,0.25,0.2,0.989,117.106
400.0 MHz,135.205,74.293,1.5,4.3,3.7,0.2,0.25,0.988,111.596
400.0 MHz,123.8,82.208,1.5,4.3,3.7,0.25,0.2,0.989,116.211
400.0 MHz,139.708,74.519,1.5,4.3,3.9,0.2,0.25,0.987,109.84
400.0 MHz,141.951,74.628,1.5,4.3,4.0,0.2,0.25,0.987,108.979
400.0 MHz,144.19,74.732,1.5,4.3,4.1,0.2,0.25,0.987,108.129
400.0 MHz,146.422,74.824,1.5,4.3,4.2,0.2,0.25,0.987,107.29
400.0 MHz,148.655,74.874,1.5,4.3,4.3,0.2,0.25,0.987,106.461
400.0 MHz,150.905,74.941,1.5,4.3,4.4,0.2,0.25,0.987,105.634
400.0 MHz,153.14,74.992,1.5,4.3,4.5,0.2,0.25,0.987,104.821
400.0 MHz,155.468,75.162,1.5,4.3,4.6,0.2,0.25,0.987,103.983
400.0 MHz,157.717,75.15,1.5,4.3,4.7,0.2,0.25,0.987,103.183
400.0 MHz,157.933,74.353,1.5,4.3,4.9,0.2,0.3,0.987,103.107
400.0 MHz,141.022,81.974,1.5,4.3,4.9,0.25,0.3,0.989,109.335
400.0 MHz,160.153,74.413,1.5,4.3,5.0,0.2,0.3,0.987,102.327
400.0 MHz,143.074,82.028,1.5,4.3,5.0,0.25,0.3,0.989,108.552
400.0 MHz,149.493,56.415,1.5,4.4,2.0,0.1,0.1,,
400.0 MHz,101.327,71.056,1.5,4.4,2.0,0.2,0.2,0.989,126.016
400.0 MHz,155.699,56.605,1.5,4.4,2.2,0.1,0.1,0.983,103.898
400.0 MHz,158.898,57.2,1.5,4.4,2.3,0.1,0.1,0.983,102.764
400.0 MHz,111.358,72.845,1.5,4.4,2.4,0.2,0.2,0.988,121.522
400.0 MHz,110.062,71.97,1.5,4.4,2.5,0.2,0.25,0.988,122.092
400.0 MHz,99.878,79.453,1.5,4.4,2.5,0.25,0.2,0.99,126.682
400.0 MHz,112.405,72.243,1.5,4.4,2.6,0.2,0.25,0.988,121.064
400.0 MHz,102.111,79.815,1.5,4.4,2.6,0.25,0.2,0.99,125.659
400.0 MHz,114.704,72.544,1.5,4.4,2.7,0.2,0.25,0.988,120.065
400.0 MHz,104.325,80.135,1.5,4.4,2.7,0.25,0.2,0.99,124.654
400.0 MHz,117.069,72.848,1.5,4.4,2.8,0.2,0.25,0.988,119.048
400.0 MHz,106.619,80.534,1.5,4.4,2.8,0.25,0.2,0.99,123.622
400.0 MHz,119.346,73.044,1.5,4.4,2.9,0.2,0.25,0.988,118.079
400.0 MHz,108.686,80.695,1.5,4.4,2.9,0.25,0.2,0.99,122.701
400.0 MHz,121.623,73.262,1.5,4.4,3.0,0.2,0.25,0.988,117.119
400.0 MHz,110.975,80.989,1.5,4.4,3.0,0.25,0.2,0.99,121.691
400.0 MHz,123.881,73.513,1.5,4.4,3.1,0.2,0.25,0.988,116.177
400.0 MHz,113.121,81.167,1.5,4.4,3.1,0.25,0.2,0.989,120.752
400.0 MHz,126.156,73.605,1.5,4.4,3.2,0.2,0.25,0.988,115.237
400.0 MHz,115.273,81.302,1.5,4.4,3.2,0.25,0.2,0.989,119.82
400.0 MHz,128.395,73.745,1.5,4.4,3.3,0.2,0.25,0.988,114.322
400.0 MHz,117.421,81.492,1.5,4.4,3.3,0.25,0.2,0.989,118.898
400.0 MHz,130.644,73.937,1.5,4.4,3.4,0.2,0.25,0.988,113.412
400.0 MHz,119.552,81.753,1.5,4.4,3.4,0.25,0.2,0.989,117.992
400.0 MHz,132.961,74.061,1.5,4.4,3.5,0.2,0.25,0.988,112.485
400.0 MHz,121.69,82.082,1.5,4.4,3.5,0.25,0.2,0.989,117.091
400.0 MHz,135.191,74.233,1.5,4.4,3.6,0.2,0.25,0.988,111.601
400.0 MHz,123.828,82.213,1.5,4.4,3.6,0.25,0.2,0.989,116.199
400.0 MHz,137.442,74.339,1.5,4.4,3.7,0.2,0.25,0.987,110.719
400.0 MHz,125.98,82.289,1.5,4.4,3.7,0.25,0.2,0.989,115.31
400.0 MHz,141.96,74.56,1.5,4.4,3.9,0.2,0.25,0.987,108.976
400.0 MHz,144.211,74.67,1.5,4.4,4.0,0.2,0.25,0.987,108.121
400.0 MHz,146.455,74.769,1.5,4.4,4.1,0.2,0.25,0.987,107.278
400.0 MHz,148.694,74.854,1.5,4.4,4.2,0.2,0.25,0.987,106.446
400.0 MHz,150.952,74.885,1.5,4.4,4.3,0.2,0.25,0.987,105.616
400.0 MHz,153.193,74.972,1.5,4.4,4.4,0.2,0.25,0.987,104.802
400.0 MHz,155.427,75.028,1.5,4.4,4.5,0.2,0.25,0.987,103.998
400.0 MHz,157.768,75.186,1.5,4.4,4.6,0.2,0.25,0.987,103.165
400.0 MHz,160.024,75.173,1.5,4.4,4.7,0.2,0.25,0.987,102.372
400.0 MHz,160.197,74.386,1.5,4.4,4.9,0.2,0.3,0.987,102.311
400.0 MHz,143.051,81.977,1.5,4.4,4.9,0.25,0.3,0.989,108.561
400.0 MHz,162.424,74.448,1.5,4.4,5.0,0.2,0.3,0.987,101.537
400.0 MHz,145.109,82.032,1.5,4.4,5.0,0.25,0.3,0.988,107.783
400.0 MHz,152.271,56.438,1.5,4.5,2.0,0.1,0.1,,
400.0 MHz,103.501,71.512,1.5,4.5,2.0,0.2,0.2,0.989,125.027
400.0 MHz,158.51,56.623,1.5,4.5,2.2,0.1,0.1,0.983,102.901
400.0 MHz,161.722,57.21,1.5,4.5,2.3,0.1,0.1,0.983,101.777
400.0 MHz,113.597,73.29,1.5,4.5,2.4,0.2,0.2,0.988,120.545
400.0 MHz,167.94,57.711,1.5,4.5,2.5,0.1,0.1,0.983,99.654
400.0 MHz,112.203,72.105,1.5,4.5,2.5,0.2,0.25,0.988,121.152
400.0 MHz,101.856,79.594,1.5,4.5,2.5,0.25,0.2,0.99,125.775
400.0 MHz,114.568,72.364,1.5,4.5,2.6,0.2,0.25,0.988,120.124
400.0 MHz,104.102,79.951,1.5,4.5,2.6,0.25,0.2,0.99,124.755
400.0 MHz,116.866,72.664,1.5,4.5,2.7,0.2,0.25,0.988,119.135
400.0 MHz,106.328,80.267,1.5,4.5,2.7,0.25,0.2,0.99,123.753
400.0 MHz,119.241,72.966,1.5,4.5,2.8,0.2,0.25,0.988,118.123
400.0 MHz,108.632,80.663,1.5,4.5,2.8,0.25,0.2,0.99,122.725
400.0 MHz,121.529,73.163,1.5,4.5,2.9,0.2,0.25,0.988,117.158
400.0 MHz,110.705,80.824,1.5,4.5,2.9,0.25,0.2,0.99,121.81
400.0 MHz,182.976,57.922,1.5,4.5,3.0,0.1,0.1,0.983,94.78
400.0 MHz,123.816,73.381,1.5,4.5,3.0,0.2,0.25,0.988,116.204
400.0 MHz,113.008,81.111,1.5,4.5,3.0,0.25,0.2,0.989,120.802
400.0 MHz,126.081,73.622,1.5,4.5,3.1,0.2,0.25,0.988,115.268
400.0 MHz,115.163,81.288,1.5,4.5,3.1,0.25,0.2,0.989,119.867
400.0 MHz,128.364,73.713,1.5,4.5,3.2,0.2,0.25,0.988,114.335
400.0 MHz,117.323,81.415,1.5,4.5,3.2,0.25,0.2,0.989,118.94
400.0 MHz,130.612,73.851,1.5,4.5,3.3,0.2,0.25,0.988,113.425
400.0 MHz,119.479,81.601,1.5,4.5,3.3,0.25,0.2,0.989,118.023
400.0 MHz,132.868,74.035,1.5,4.5,3.4,0.2,0.25,0.988,112.522
400.0 MHz,121.619,81.863,1.5,4.5,3.4,0.25,0.2,0.989,117.121
400.0 MHz,198.009,58.303,1.5,4.5,3.5,0.1,0.1,0.983,90.261
400.0 MHz,135.195,74.164,1.5,4.5,3.5,0.2,0.25,0.988,111.6
400.0 MHz,123.763,82.184,1.5,4.5,3.5,0.25,0.2,0.989,116.226
400.0 MHz,137.432,74.331,1.5,4.5,3.6,0.2,0.25,0.987,110.723
400.0 MHz,125.908,82.309,1.5,4.5,3.6,0.25,0.2,0.989,115.34
400.0 MHz,139.691,74.433,1.5,4.5,3.7,0.2,0.25,0.987,109.847
400.0 MHz,128.067,82.38,1.5,4.5,3.7,0.25,0.2,0.989,114.456
400.0 MHz,146.478,74.751,1.5,4.5,4.0,0.2,0.25,0.987,107.27
400.0 MHz,148.73,74.845,1.5,4.5,4.1,0.2,0.25,0.987,106.433
400.0 MHz,150.977,74.933,1.5,4.5,4.2,0.2,0.25,0.987,105.607
400.0 MHz,153.241,74.963,1.5,4.5,4.3,0.2,0.25,0.987,104.784
400.0 MHz,155.486,75.04,1.5,4.5,4.4,0.2,0.25,0.987,103.977
400.0 MHz,157.709,75.107,1.5,4.5,4.5,0.2,0.25,0.987,103.186
400.0 MHz,160.076,75.246,1.5,4.5,4.6,0.2,0.25,0.987,102.354
400.0 MHz,162.339,75.236,1.5,4.5,4.7,0.2,0.25,0.987,101.567
400.0 MHz,162.483,74.386,1.5,4.5,4.9,0.2,0.3,0.987,101.517
400.0 MHz,145.233,82.018,1.5,4.5,4.9,0.25,0.3,0.988,107.737
400.0 MHz,164.724,74.429,1.5,4.5,5.0,0.2,0.3,0.987,100.747
400.0 MHz,147.297,82.068,1.5,4.5,5.0,0.25,0.3,0.988,106.965
400.0 MHz,155.066,56.407,1.5,4.6,2.0,0.1,0.1,,
400.0 MHz,105.604,71.633,1.5,4.6,2.0,0.2,0.2,0.989,124.077
400.0 MHz,161.333,56.595,1.5,4.6,2.2,0.1,0.1,0.983,101.913
400.0 MHz,164.561,57.177,1.5,4.6,2.3,0.1,0.1,0.983,100.8
400.0 MHz,115.765,73.395,1.5,4.6,2.4,0.2,0.2,0.988,119.608
400.0 MHz,114.391,72.545,1.5,4.6,2.5,0.2,0.25,0.988,120.201
400.0 MHz,103.838,79.555,1.5,4.6,2.5,0.25,0.2,0.99,124.874
400.0 MHz,116.758,72.812,1.5,4.6,2.6,0.2,0.25,0.988,119.181
400.0 MHz,106.097,79.913,1.5,4.6,2.6,0.25,0.2,0.99,123.856
400.0 MHz,119.078,73.092,1.5,4.6,2.7,0.2,0.25,0.988,118.192
400.0 MHz,108.356,80.136,1.5,4.6,2.7,0.25,0.2,0.99,122.848
400.0 MHz,121.462,73.378,1.5,4.6,2.8,0.2,0.25,0.988,117.187
400.0 MHz,110.656,80.658,1.5,4.6,2.8,0.25,0.2,0.99,121.831
400.0 MHz,123.759,73.569,1.5,4.6,2.9,0.2,0.25,0.988,116.227
400.0 MHz,112.741,80.812,1.5,4.6,2.9,0.25,0.2,0.989,120.918
400.0 MHz,126.055,73.778,1.5,4.6,3.0,0.2,0.25,0.988,115.279
400.0 MHz,115.058,81.099,1.5,4.6,3.0,0.25,0.2,0.989,119.912
400.0 MHz,128.333,74.01,1.5,4.6,3.1,0.2,0.25,0.988,114.347
400.0 MHz,117.22,81.303,1.5,4.6,3.1,0.25,0.2,0.989,118.984
400.0 MHz,130.62,74.096,1.5,4.6,3.2,0.2,0.25,0.988,113.422
400.0 MHz,119.395,81.433,1.5,4.6,3.2,0.25,0.2,0.989,118.058
400.0 MHz,132.875,74.228,1.5,4.6,3.3,0.2,0.25,0.988,112.519
400.0 MHz,121.558,81.616,1.5,4.6,3.3,0.25,0.2,0.989,117.146
400.0 MHz,135.14,74.409,1.5,4.6,3.4,0.2,0.25,0.988,111.622
400.0 MHz,123.71,81.881,1.5,4.6,3.4,0.25,0.2,0.989,116.249
400.0 MHz,137.472,74.526,1.5,4.6,3.5,0.2,0.25,0.988,110.707
400.0 MHz,125.878,82.166,1.5,4.6,3.5,0.25,0.2,0.989,115.352
400.0 MHz,139.717,74.687,1.5,4.6,3.6,0.2,0.25,0.987,109.837
400.0 MHz,128.035,82.27,1.5,4.6,3.6,0.25,0.2,0.989,114.469
400.0 MHz,141.983,74.783,1.5,4.6,3.7,0.2,0.25,0.987,108.967
400.0 MHz,130.196,82.375,1.5,4.6,3.7,0.25,0.2,0.989,113.593
400.0 MHz,148.795,75.08,1.5,4.6,4.0,0.2,0.25,0.987,106.409
400.0 MHz,151.053,75.167,1.5,4.6,4.1,0.2,0.25,0.987,105.579
400.0 MHz,153.305,75.25,1.5,4.6,4.2,0.2,0.25,0.987,104.761
400.0 MHz,155.576,75.274,1.5,4.6,4.3,0.2,0.25,0.987,103.945
400.0 MHz,157.828,75.349,1.5,4.6,4.4,0.2,0.25,0.987,103.144
400.0 MHz,160.084,75.39,1.5,4.6,4.5,0.2,0.25,0.987,102.351
400.0 MHz,162.406,75.58,1.5,4.6,4.6,0.2,0.25,0.987,101.544
400.0 MHz,164.702,75.53,1.5,4.6,4.7,0.2,0.25,0.987,100.754
400.0 MHz,164.77,74.452,1.5,4.6,4.9,0.2,0.3,0.987,100.731
400.0 MHz,147.195,82.063,1.5,4.6,4.9,0.25,0.3,0.988,107.003
400.0 MHz,167.01,74.505,1.5,4.6,5.0,0.2,0.3,0.987,99.97
400.0 MHz,149.265,82.112,1.5,4.6,5.0,0.25,0.3,0.988,106.236
400.0 MHz,157.868,56.387,1.5,4.7,2.0,0.1,0.1,,
400.0 MHz,107.719,71.677,1.5,4.7,2.0,0.2,0.2,0.988,123.131
400.0 MHz,167.408,57.15,1.5,4.7,2.3,0.1,0.1,0.983,99.833
400.0 MHz,117.944,73.427,1.5,4.7,2.4,0.2,0.2,0.988,118.674
400.0 MHz,116.548,72.58,1.5,4.7,2.5,0.2,0.25,0.988,119.271
400.0 MHz,105.9,79.932,1.5,4.7,2.5,0.25,0.2,0.99,123.944
400.0 MHz,118.926,72.843,1.5,4.7,2.6,0.2,0.25,0.988,118.256
400.0 MHz,108.17,80.283,1.5,4.7,2.6,0.25,0.2,0.99,122.931
400.0 MHz,121.257,73.119,1.5,4.7,2.7,0.2,0.25,0.988,117.272
400.0 MHz,110.412,80.598,1.5,4.7,2.7,0.25,0.2,0.99,121.938
400.0 MHz,123.652,73.405,1.5,4.7,2.8,0.2,0.25,0.988,116.272
400.0 MHz,112.743,80.975,1.5,4.7,2.8,0.25,0.2,0.989,120.917
400.0 MHz,125.959,73.593,1.5,4.7,2.9,0.2,0.25,0.988,115.318
400.0 MHz,114.824,81.114,1.5,4.7,2.9,0.25,0.2,0.989,120.014
400.0 MHz,128.264,73.796,1.5,4.7,3.0,0.2,0.25,0.988,114.375
400.0 MHz,117.157,81.408,1.5,4.7,3.0,0.25,0.2,0.989,119.011
400.0 MHz,130.547,74.03,1.5,4.7,3.1,0.2,0.25,0.988,113.451
400.0 MHz,119.329,81.579,1.5,4.7,3.1,0.25,0.2,0.989,118.086
400.0 MHz,132.847,74.111,1.5,4.7,3.2,0.2,0.25,0.988,112.53
400.0 MHz,121.506,81.699,1.5,4.7,3.2,0.25,0.2,0.989,117.169
400.0 MHz,135.11,74.245,1.5,4.7,3.3,0.2,0.25,0.988,111.633
400.0 MHz,123.678,81.874,1.5,4.7,3.3,0.25,0.2,0.989,116.262
400.0 MHz,137.382,74.419,1.5,4.7,3.4,0.2,0.25,0.988,110.742
400.0 MHz,125.833,82.125,1.5,4.7,3.4,0.25,0.2,0.989,115.371
400.0 MHz,139.723,74.537,1.5,4.7,3.5,0.2,0.25,0.987,109.834
400.0 MHz,127.992,82.434,1.5,4.7,3.5,0.25,0.2,0.989,114.487
400.0 MHz,141.974,74.697,1.5,4.7,3.6,0.2,0.25,0.987,108.97
400.0 MHz,130.152,82.559,1.5,4.7,3.6,0.25,0.2,0.989,113.611
400.0 MHz,144.248,74.79,1.5,4.7,3.7,0.2,0.25,0.987,108.107
400.0 MHz,132.326,82.624,1.5,4.7,3.7,0.25,0.2,0.989,112.739
400.0 MHz,151.08,75.076,1.5,4.7,4.0,0.2,0.25,0.987,105.57
400.0 MHz,153.345,75.163,1.5,4.7,4.1,0.2,0.25,0.987,104.747
400.0 MHz,155.605,75.243,1.5,4.7,4.2,0.2,0.25,0.987,103.934
400.0 MHz,157.882,75.266,1.5,4.7,4.3,0.2,0.25,0.987,103.125
400.0 MHz,160.141,75.339,1.5,4.7,4.4,0.2,0.25,0.987,102.331
400.0 MHz,162.402,75.373,1.5,4.7,4.5,0.2,0.25,0.987,101.545
400.0 MHz,164.755,75.531,1.5,4.7,4.6,0.2,0.25,0.987,100.736
400.0 MHz,167.009,75.531,1.5,4.7,4.7,0.2,0.25,0.987,99.97
400.0 MHz,167.107,74.702,1.5,4.7,4.9,0.2,0.3,0.987,99.937
400.0 MHz,149.337,82.085,1.5,4.7,4.9,0.25,0.3,0.988,106.21
400.0 MHz,169.352,74.747,1.5,4.7,5.0,0.2,0.3,0.987,99.183
400.0 MHz,151.414,82.132,1.5,4.7,5.0,0.25,0.3,0.988,105.448
400.0 MHz,160.732,56.617,1.5,4.8,2.0,0.1,0.1,,
400.0 MHz,109.83,71.753,1.5,4.8,2.0,0.2,0.2,0.988,122.195
400.0 MHz,120.121,73.494,1.5,4.8,2.4,0.2,0.2,0.988,117.751
400.0 MHz,118.677,72.635,1.5,4.8,2.5,0.2,0.25,0.988,118.362
400.0 MHz,107.553,80.239,1.5,4.8,2.5,0.25,0.2,0.99,123.205
400.0 MHz,121.067,72.896,1.5,4.8,2.6,0.2,0.25,0.988,117.352
400.0 MHz,109.845,80.534,1.5,4.8,2.6,0.25,0.2,0.99,122.188
400.0 MHz,123.409,73.171,1.5,4.8,2.7,0.2,0.25,0.988,116.373
400.0 MHz,112.094,80.851,1.5,4.8,2.7,0.25,0.2,0.989,121.2
400.0 MHz,125.815,73.453,1.5,4.8,2.8,0.2,0.25,0.988,115.378
400.0 MHz,114.403,81.321,1.5,4.8,2.8,0.25,0.2,0.989,120.196
400.0 MHz,128.132,73.639,1.5,4.8,2.9,0.2,0.25,0.988,114.429
400.0 MHz,116.496,81.387,1.5,4.8,2.9,0.25,0.2,0.989,119.294
400.0 MHz,130.447,73.843,1.5,4.8,3.0,0.2,0.25,0.988,113.492
400.0 MHz,118.837,81.688,1.5,4.8,3.0,0.25,0.2,0.989,118.295
400.0 MHz,132.738,74.071,1.5,4.8,3.1,0.2,0.25,0.988,112.573
400.0 MHz,121.005,81.878,1.5,4.8,3.1,0.25,0.2,0.989,117.379
400.0 MHz,135.046,74.153,1.5,4.8,3.2,0.2,0.25,0.988,111.658
400.0 MHz,123.185,82.022,1.5,4.8,3.2,0.25,0.2,0.989,116.467
400.0 MHz,137.318,74.283,1.5,4.8,3.3,0.2,0.25,0.987,110.767
400.0 MHz,125.364,82.148,1.5,4.8,3.3,0.25,0.2,0.989,115.564
400.0 MHz,139.597,74.452,1.5,4.8,3.4,0.2,0.25,0.987,109.883
400.0 MHz,127.525,82.403,1.5,4.8,3.4,0.25,0.2,0.989,114.677
400.0 MHz,141.944,74.565,1.5,4.8,3.5,0.2,0.25,0.987,108.982
400.0 MHz,129.677,82.707,1.5,4.8,3.5,0.25,0.2,0.989,113.803
400.0 MHz,144.203,74.722,1.5,4.8,3.6,0.2,0.25,0.987,108.124
400.0 MHz,131.832,82.837,1.5,4.8,3.6,0.25,0.2,0.989,112.936
400.0 MHz,146.484,74.812,1.5,4.8,3.7,0.2,0.25,0.987,107.267
400.0 MHz,133.984,82.973,1.5,4.8,3.7,0.25,0.2,0.989,112.079
400.0 MHz,153.337,75.094,1.5,4.8,4.0,0.2,0.25,0.987,104.749
400.0 MHz,155.61,75.181,1.5,4.8,4.1,0.2,0.25,0.987,103.933
400.0 MHz,157.876,75.257,1.5,4.8,4.2,0.2,0.25,0.987,103.127
400.0 MHz,160.14,75.299,1.5,4.8,4.3,0.2,0.25,0.987,102.331
400.0 MHz,162.426,75.35,1.5,4.8,4.4,0.2,0.25,0.987,101.537
400.0 MHz,164.695,75.384,1.5,4.8,4.5,0.2,0.25,0.987,100.757
400.0 MHz,167.056,75.535,1.5,4.8,4.6,0.2,0.25,0.987,99.955
400.0 MHz,169.358,75.5,1.5,4.8,4.7,0.2,0.25,0.987,99.181
400.0 MHz,169.406,74.687,1.5,4.8,4.9,0.2,0.3,0.987,99.165
400.0 MHz,151.016,82.335,1.5,4.8,4.9,0.25,0.3,0.988,105.593
400.0 MHz,171.659,74.733,1.5,4.8,5.0,0.2,0.3,0.987,98.417
400.0 MHz,153.087,82.389,1.5,4.8,5.0,0.25,0.3,0.988,104.84
400.0 MHz,163.542,56.611,1.5,4.9,2.0,0.1,0.1,,
400.0 MHz,111.937,71.86,1.5,4.9,2.0,0.2,0.2,0.988,121.269
400.0 MHz,122.293,73.59,1.5,4.9,2.4,0.2,0.2,0.988,116.838
400.0 MHz,120.821,72.703,1.5,4.9,2.5,0.2,0.25,0.988,117.456
400.0 MHz,109.816,80.23,1.5,4.9,2.5,0.25,0.2,0.99,122.201
400.0 MHz,123.223,72.961,1.5,4.9,2.6,0.2,0.25,0.988,116.45
400.0 MHz,112.111,80.577,1.5,4.9,2.6,0.25,0.2,0.989,121.193
400.0 MHz,125.576,73.237,1.5,4.9,2.7,0.2,0.25,0.988,115.476
400.0 MHz,114.382,80.879,1.5,4.9,2.7,0.25,0.2,0.989,120.205
400.0 MHz,127.992,73.516,1.5,4.9,2.8,0.2,0.25,0.988,114.486
400.0 MHz,116.729,81.253,1.5,4.9,2.8,0.25,0.2,0.989,119.194
400.0 MHz,130.331,73.686,1.5,4.9,2.9,0.2,0.25,0.988,113.538
400.0 MHz,118.822,81.393,1.5,4.9,2.9,0.25,0.2,0.989,118.301
400.0 MHz,132.642,73.898,1.5,4.9,3.0,0.2,0.25,0.988,112.612
400.0 MHz,121.181,81.674,1.5,4.9,3.0,0.25,0.2,0.989,117.305
400.0 MHz,134.943,74.122,1.5,4.9,3.1,0.2,0.25,0.988,111.699
400.0 MHz,123.371,81.835,1.5,4.9,3.1,0.25,0.2,0.989,116.389
400.0 MHz,137.259,74.203,1.5,4.9,3.2,0.2,0.25,0.987,110.79
400.0 MHz,125.564,81.948,1.5,4.9,3.2,0.25,0.2,0.989,115.481
400.0 MHz,139.539,74.331,1.5,4.9,3.3,0.2,0.25,0.987,109.905
400.0 MHz,127.752,82.114,1.5,4.9,3.3,0.25,0.2,0.989,114.585
400.0 MHz,141.787,74.428,1.5,4.9,3.4,0.2,0.25,0.987,109.042
400.0 MHz,129.874,82.273,1.5,4.9,3.4,0.25,0.2,0.989,113.723
400.0 MHz,144.182,74.61,1.5,4.9,3.5,0.2,0.25,0.987,108.132
400.0 MHz,132.096,82.654,1.5,4.9,3.5,0.25,0.2,0.989,112.83
400.0 MHz,146.448,74.761,1.5,4.9,3.6,0.2,0.25,0.987,107.281
400.0 MHz,134.27,82.77,1.5,4.9,3.6,0.25,0.2,0.989,111.966
400.0 MHz,148.736,74.85,1.5,4.9,3.7,0.2,0.25,0.987,106.431
400.0 MHz,136.459,82.833,1.5,4.9,3.7,0.25,0.2,0.989,111.104
400.0 MHz,155.61,75.123,1.5,4.9,4.0,0.2,0.25,0.987,103.933
400.0 MHz,157.888,75.205,1.5,4.9,4.1,0.2,0.25,0.987,103.123
400.0 MHz,160.162,75.284,1.5,4.9,4.2,0.2,0.25,0.987,102.324
400.0 MHz,162.454,75.303,1.5,4.9,4.3,0.2,0.25,0.987,101.527
400.0 MHz,164.728,75.37,1.5,4.9,4.4,0.2,0.25,0.987,100.746
400.0 MHz,166.963,75.342,1.5,4.9,4.5,0.2,0.25,0.987,99.986
400.0 MHz,169.369,75.548,1.5,4.9,4.6,0.2,0.25,0.987,99.178
400.0 MHz,171.659,75.527,1.5,4.9,4.7,0.2,0.25,0.987,98.417
400.0 MHz,171.654,74.704,1.5,4.9,4.9,0.2,0.3,0.987,98.419
400.0 MHz,153.671,82.234,1.5,4.9,4.9,0.25,0.3,0.988,104.63
400.0 MHz,173.941,74.728,1.5,4.9,5.0,0.2,0.3,0.987,97.668
400.0 MHz,155.762,82.267,1.5,4.9,5.0,0.25,0.3,0.988,103.879
400.0 MHz,347.527,66.749,1.5,5.0,10.0,0.15,0.2,0.987,59.57
400.0 MHz,114.109,71.966,1.5,5.0,2.0,0.2,0.2,0.988,120.323
400.0 MHz,124.532,73.685,1.5,5.0,2.4,0.2,0.2,0.988,115.907
400.0 MHz,182.375,57.861,1.5,5.0,2.5,0.1,0.1,0.983,94.968
400.0 MHz,123.012,72.811,1.5,5.0,2.5,0.2,0.25,0.988,116.538
400.0 MHz,111.816,80.533,1.5,5.0,2.5,0.25,0.2,0.989,121.322
400.0 MHz,125.426,73.066,1.5,5.0,2.6,0.2,0.25,0.988,115.538
400.0 MHz,114.122,80.867,1.5,5.0,2.6,0.25,0.2,0.989,120.318
400.0 MHz,127.79,73.338,1.5,5.0,2.7,0.2,0.25,0.988,114.569
400.0 MHz,116.404,81.169,1.5,5.0,2.7,0.25,0.2,0.989,119.333
400.0 MHz,130.215,73.606,1.5,5.0,2.8,0.2,0.25,0.988,113.585
400.0 MHz,118.76,81.525,1.5,5.0,2.8,0.25,0.2,0.989,118.327
