freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
300.0 MHz,101.973,66.051,1.75,3.0,2.9,0.2,0.25,0.99,137.942
300.0 MHz,92.307,71.827,1.75,3.0,2.9,0.25,0.2,0.991,141.625
300.0 MHz,169.181,54.773,1.75,3.0,3.0,0.1,0.1,0.984,114.936
300.0 MHz,104.99,66.376,1.75,3.0,3.0,0.2,0.25,0.99,136.811
300.0 MHz,95.153,72.254,1.75,3.0,3.0,0.25,0.2,0.991,140.532
300.0 MHz,107.997,66.673,1.75,3.0,3.1,0.2,0.25,0.99,135.692
300.0 MHz,97.965,72.636,1.75,3.0,3.1,0.25,0.2,0.991,139.459
300.0 MHz,111.007,66.932,1.75,3.0,3.2,0.2,0.25,0.989,134.581
300.0 MHz,100.807,72.938,1.75,3.0,3.2,0.25,0.2,0.991,138.382
300.0 MHz,114.02,67.205,1.75,3.0,3.3,0.2,0.25,0.989,133.478
300.0 MHz,103.655,73.247,1.75,3.0,3.3,0.25,0.2,0.991,137.311
300.0 MHz,117.03,67.469,1.75,3.0,3.4,0.2,0.25,0.989,132.385
300.0 MHz,106.509,73.679,1.75,3.0,3.4,0.25,0.2,0.991,136.245
300.0 MHz,190.201,55.214,1.75,3.0,3.5,0.1,0.1,0.983,108.71
300.0 MHz,120.11,67.888,1.75,3.0,3.5,0.2,0.25,0.989,131.276
300.0 MHz,109.375,74.198,1.75,3.0,3.5,0.25,0.2,0.991,135.183
300.0 MHz,123.132,68.135,1.75,3.0,3.6,0.2,0.25,0.989,130.197
300.0 MHz,112.213,74.492,1.75,3.0,3.6,0.25,0.2,0.99,134.139
300.0 MHz,126.166,68.32,1.75,3.0,3.7,0.2,0.25,0.989,129.124
300.0 MHz,115.053,74.773,1.75,3.0,3.7,0.25,0.2,0.99,133.102
300.0 MHz,129.145,68.493,1.75,3.0,3.8,0.2,0.25,0.989,128.079
300.0 MHz,132.227,68.685,1.75,3.0,3.9,0.2,0.25,0.988,127.007
300.0 MHz,211.498,56.177,1.75,3.0,4.0,0.1,0.1,0.983,102.86
300.0 MHz,135.246,68.883,1.75,3.0,4.0,0.2,0.25,0.988,125.967
300.0 MHz,138.273,69.032,1.75,3.0,4.1,0.2,0.25,0.988,124.934
300.0 MHz,141.302,69.182,1.75,3.0,4.2,0.2,0.25,0.988,123.91
300.0 MHz,144.329,69.329,1.75,3.0,4.3,0.2,0.25,0.988,122.896
300.0 MHz,147.358,69.518,1.75,3.0,4.4,0.2,0.25,0.988,121.891
300.0 MHz,150.382,69.634,1.75,3.0,4.5,0.2,0.25,0.988,120.897
300.0 MHz,153.508,69.942,1.75,3.0,4.6,0.2,0.25,0.988,119.881
300.0 MHz,156.546,70.001,1.75,3.0,4.7,0.2,0.25,0.988,118.902
300.0 MHz,159.572,70.146,1.75,3.0,4.8,0.2,0.25,0.987,117.937
300.0 MHz,156.665,68.886,1.75,3.0,4.9,0.2,0.3,0.987,118.864
300.0 MHz,137.695,74.485,1.75,3.0,4.9,0.25,0.3,0.989,125.131
300.0 MHz,159.632,68.997,1.75,3.0,5.0,0.2,0.3,0.987,117.918
300.0 MHz,140.357,74.636,1.75,3.0,5.0,0.25,0.3,0.989,124.228
300.0 MHz,129.703,52.265,1.75,3.1,2.0,0.1,0.1,,
300.0 MHz,80.587,63.443,1.75,3.1,2.0,0.2,0.2,0.991,146.201
300.0 MHz,83.811,64.073,1.75,3.1,2.1,0.2,0.2,0.991,144.93
300.0 MHz,138.164,52.817,1.75,3.1,2.2,0.1,0.1,0.985,124.969
300.0 MHz,142.427,53.16,1.75,3.1,2.3,0.1,0.1,0.984,123.53
300.0 MHz,93.328,65.752,1.75,3.1,2.4,0.2,0.2,0.991,141.231
300.0 MHz,91.981,64.77,1.75,3.1,2.5,0.2,0.25,0.99,141.75
300.0 MHz,83.111,69.935,1.75,3.1,2.5,0.25,0.2,0.992,145.206
300.0 MHz,95.038,65.224,1.75,3.1,2.6,0.2,0.25,0.99,140.576
300.0 MHz,86.069,70.522,1.75,3.1,2.6,0.25,0.2,0.992,144.046
300.0 MHz,98.071,65.607,1.75,3.1,2.7,0.2,0.25,0.99,139.418
300.0 MHz,88.961,71.092,1.75,3.1,2.7,0.25,0.2,0.992,142.919
300.0 MHz,101.157,65.974,1.75,3.1,2.8,0.2,0.25,0.99,138.25
300.0 MHz,91.831,71.574,1.75,3.1,2.8,0.25,0.2,0.991,141.808
300.0 MHz,104.188,66.304,1.75,3.1,2.9,0.2,0.25,0.99,137.111
300.0 MHz,94.735,71.967,1.75,3.1,2.9,0.25,0.2,0.991,140.692
300.0 MHz,107.222,66.609,1.75,3.1,3.0,0.2,0.25,0.99,135.98
300.0 MHz,97.592,72.39,1.75,3.1,3.0,0.25,0.2,0.991,139.601
300.0 MHz,110.244,66.926,1.75,3.1,3.1,0.2,0.25,0.989,134.862
300.0 MHz,100.446,72.751,1.75,3.1,3.1,0.25,0.2,0.991,138.518
300.0 MHz,113.273,67.181,1.75,3.1,3.2,0.2,0.25,0.989,133.751
300.0 MHz,103.323,73.046,1.75,3.1,3.2,0.25,0.2,0.991,137.435
300.0 MHz,116.3,67.447,1.75,3.1,3.3,0.2,0.25,0.989,132.649
300.0 MHz,106.197,73.358,1.75,3.1,3.3,0.25,0.2,0.991,136.361
300.0 MHz,119.327,67.712,1.75,3.1,3.4,0.2,0.25,0.989,131.557
300.0 MHz,109.06,73.739,1.75,3.1,3.4,0.25,0.2,0.991,135.299
300.0 MHz,122.423,68.127,1.75,3.1,3.5,0.2,0.25,0.989,130.449
300.0 MHz,111.957,74.274,1.75,3.1,3.5,0.25,0.2,0.99,134.233
300.0 MHz,125.459,68.368,1.75,3.1,3.6,0.2,0.25,0.989,129.373
300.0 MHz,114.826,74.547,1.75,3.1,3.6,0.25,0.2,0.99,133.185
300.0 MHz,128.509,68.552,1.75,3.1,3.7,0.2,0.25,0.989,128.301
300.0 MHz,117.724,74.761,1.75,3.1,3.7,0.25,0.2,0.99,132.135
300.0 MHz,131.504,68.725,1.75,3.1,3.8,0.2,0.25,0.988,127.257
300.0 MHz,134.6,68.908,1.75,3.1,3.9,0.2,0.25,0.988,126.189
300.0 MHz,137.636,69.106,1.75,3.1,4.0,0.2,0.25,0.988,125.151
300.0 MHz,140.679,69.257,1.75,3.1,4.1,0.2,0.25,0.988,124.119
300.0 MHz,143.724,69.407,1.75,3.1,4.2,0.2,0.25,0.988,123.098
300.0 MHz,146.766,69.55,1.75,3.1,4.3,0.2,0.25,0.988,122.087
300.0 MHz,149.811,69.74,1.75,3.1,4.4,0.2,0.25,0.988,121.084
300.0 MHz,152.851,69.855,1.75,3.1,4.5,0.2,0.25,0.988,120.093
300.0 MHz,155.992,70.159,1.75,3.1,4.6,0.2,0.25,0.988,119.08
300.0 MHz,159.047,70.22,1.75,3.1,4.7,0.2,0.25,0.988,118.104
300.0 MHz,162.088,70.364,1.75,3.1,4.8,0.2,0.25,0.987,117.142
300.0 MHz,159.15,69.178,1.75,3.1,4.9,0.2,0.3,0.987,118.071
300.0 MHz,140.358,74.632,1.75,3.1,4.9,0.25,0.3,0.989,124.228
300.0 MHz,162.134,69.288,1.75,3.1,5.0,0.2,0.3,0.987,117.128
300.0 MHz,143.1,74.722,1.75,3.1,5.0,0.25,0.3,0.989,123.307
300.0 MHz,132.422,52.286,1.75,3.2,2.0,0.1,0.1,,
300.0 MHz,82.64,63.563,1.75,3.2,2.0,0.2,0.2,0.991,145.391
300.0 MHz,85.887,64.193,1.75,3.2,2.1,0.2,0.2,0.991,144.117
300.0 MHz,140.923,52.86,1.75,3.2,2.2,0.1,0.1,0.984,124.036
300.0 MHz,145.205,53.184,1.75,3.2,2.3,0.1,0.1,0.984,122.602
300.0 MHz,95.464,65.862,1.75,3.2,2.4,0.2,0.2,0.99,140.412
300.0 MHz,94.178,65.051,1.75,3.2,2.5,0.2,0.25,0.99,140.905
300.0 MHz,85.147,70.242,1.75,3.2,2.5,0.25,0.2,0.992,144.407
300.0 MHz,97.232,65.409,1.75,3.2,2.6,0.2,0.25,0.99,139.738
300.0 MHz,88.137,70.795,1.75,3.2,2.6,0.25,0.2,0.992,143.239
300.0 MHz,100.284,65.8,1.75,3.2,2.7,0.2,0.25,0.99,138.58
300.0 MHz,91.048,71.386,1.75,3.2,2.7,0.25,0.2,0.991,142.111
300.0 MHz,103.398,66.201,1.75,3.2,2.8,0.2,0.25,0.99,137.407
300.0 MHz,93.95,71.925,1.75,3.2,2.8,0.25,0.2,0.991,140.992
300.0 MHz,106.444,66.521,1.75,3.2,2.9,0.2,0.25,0.99,136.269
300.0 MHz,96.87,72.301,1.75,3.2,2.9,0.25,0.2,0.991,139.876
300.0 MHz,109.494,66.824,1.75,3.2,3.0,0.2,0.25,0.989,135.139
300.0 MHz,99.742,72.717,1.75,3.2,3.0,0.25,0.2,0.991,138.785
300.0 MHz,112.532,67.128,1.75,3.2,3.1,0.2,0.25,0.989,134.022
300.0 MHz,102.611,73.084,1.75,3.2,3.1,0.25,0.2,0.991,137.703
300.0 MHz,115.572,67.395,1.75,3.2,3.2,0.2,0.25,0.989,132.913
300.0 MHz,105.499,73.381,1.75,3.2,3.2,0.25,0.2,0.991,136.622
300.0 MHz,118.618,67.658,1.75,3.2,3.3,0.2,0.25,0.989,131.812
300.0 MHz,108.393,73.666,1.75,3.2,3.3,0.25,0.2,0.991,135.546
300.0 MHz,121.656,67.911,1.75,3.2,3.4,0.2,0.25,0.989,130.723
300.0 MHz,111.27,74.039,1.75,3.2,3.4,0.25,0.2,0.99,134.485
300.0 MHz,124.764,68.308,1.75,3.2,3.5,0.2,0.25,0.989,129.619
300.0 MHz,114.178,74.549,1.75,3.2,3.5,0.25,0.2,0.99,133.421
300.0 MHz,127.814,68.545,1.75,3.2,3.6,0.2,0.25,0.989,128.544
300.0 MHz,117.062,74.822,1.75,3.2,3.6,0.25,0.2,0.99,132.374
300.0 MHz,130.878,68.724,1.75,3.2,3.7,0.2,0.25,0.989,127.475
300.0 MHz,119.974,75.031,1.75,3.2,3.7,0.25,0.2,0.99,131.325
300.0 MHz,133.888,68.895,1.75,3.2,3.8,0.2,0.25,0.988,126.434
300.0 MHz,137.004,69.095,1.75,3.2,3.9,0.2,0.25,0.988,125.366
300.0 MHz,140.054,69.295,1.75,3.2,4.0,0.2,0.25,0.988,124.331
300.0 MHz,143.11,69.438,1.75,3.2,4.1,0.2,0.25,0.988,123.303
300.0 MHz,146.169,69.586,1.75,3.2,4.2,0.2,0.25,0.988,122.284
300.0 MHz,149.227,69.733,1.75,3.2,4.3,0.2,0.25,0.988,121.276
300.0 MHz,152.285,69.915,1.75,3.2,4.4,0.2,0.25,0.988,120.277
300.0 MHz,155.34,70.03,1.75,3.2,4.5,0.2,0.25,0.988,119.289
300.0 MHz,158.492,70.323,1.75,3.2,4.6,0.2,0.25,0.988,118.281
300.0 MHz,161.561,70.38,1.75,3.2,4.7,0.2,0.25,0.987,117.309
300.0 MHz,164.616,70.524,1.75,3.2,4.8,0.2,0.25,0.987,116.351
300.0 MHz,161.635,69.312,1.75,3.2,4.9,0.2,0.3,0.987,117.285
300.0 MHz,142.941,74.805,1.75,3.2,4.9,0.25,0.3,0.989,123.36
300.0 MHz,164.635,69.425,1.75,3.2,5.0,0.2,0.3,0.987,116.345
300.0 MHz,145.647,74.959,1.75,3.2,5.0,0.25,0.3,0.989,122.458
300.0 MHz,135.124,52.288,1.75,3.3,2.0,0.1,0.1,,
300.0 MHz,84.703,63.752,1.75,3.3,2.0,0.2,0.2,0.991,144.58
300.0 MHz,87.972,64.378,1.75,3.3,2.1,0.2,0.2,0.991,143.303
300.0 MHz,143.679,52.877,1.75,3.3,2.2,0.1,0.1,0.984,123.111
300.0 MHz,91.204,64.946,1.75,3.3,2.2,0.2,0.2,0.991,142.05
300.0 MHz,147.975,53.198,1.75,3.3,2.3,0.1,0.1,0.984,121.686
300.0 MHz,97.549,65.997,1.75,3.3,2.4,0.2,0.2,0.99,139.617
300.0 MHz,96.261,65.191,1.75,3.3,2.5,0.2,0.25,0.99,140.108
300.0 MHz,87.044,70.416,1.75,3.3,2.5,0.25,0.2,0.992,143.665
300.0 MHz,99.359,65.617,1.75,3.3,2.6,0.2,0.25,0.99,138.93
300.0 MHz,89.98,71.038,1.75,3.3,2.6,0.25,0.2,0.991,142.524
300.0 MHz,102.428,66.009,1.75,3.3,2.7,0.2,0.25,0.99,137.771
300.0 MHz,92.979,71.543,1.75,3.3,2.7,0.25,0.2,0.991,141.366
300.0 MHz,105.557,66.401,1.75,3.3,2.8,0.2,0.25,0.99,136.6
300.0 MHz,95.895,72.117,1.75,3.3,2.8,0.25,0.2,0.991,140.248
300.0 MHz,108.618,66.72,1.75,3.3,2.9,0.2,0.25,0.99,135.462
300.0 MHz,98.811,72.523,1.75,3.3,2.9,0.25,0.2,0.991,139.138
300.0 MHz,111.683,67.024,1.75,3.3,3.0,0.2,0.25,0.989,134.333
300.0 MHz,101.708,72.932,1.75,3.3,3.0,0.25,0.2,0.991,138.042
300.0 MHz,114.735,67.322,1.75,3.3,3.1,0.2,0.25,0.989,133.218
300.0 MHz,104.574,73.296,1.75,3.3,3.1,0.25,0.2,0.991,136.967
300.0 MHz,117.791,67.577,1.75,3.3,3.2,0.2,0.25,0.989,132.11
300.0 MHz,107.468,73.581,1.75,3.3,3.2,0.25,0.2,0.991,135.889
300.0 MHz,120.85,67.848,1.75,3.3,3.3,0.2,0.25,0.989,131.011
300.0 MHz,110.363,73.885,1.75,3.3,3.3,0.25,0.2,0.99,134.819
300.0 MHz,123.9,68.095,1.75,3.3,3.4,0.2,0.25,0.989,129.924
300.0 MHz,113.254,74.24,1.75,3.3,3.4,0.25,0.2,0.99,133.758
300.0 MHz,127.022,68.489,1.75,3.3,3.5,0.2,0.25,0.989,128.822
300.0 MHz,116.173,74.766,1.75,3.3,3.5,0.25,0.2,0.99,132.696
300.0 MHz,130.086,68.724,1.75,3.3,3.6,0.2,0.25,0.989,127.75
300.0 MHz,119.056,75.065,1.75,3.3,3.6,0.25,0.2,0.99,131.655
300.0 MHz,133.164,68.903,1.75,3.3,3.7,0.2,0.25,0.988,126.683
300.0 MHz,121.953,75.315,1.75,3.3,3.7,0.25,0.2,0.99,130.617
300.0 MHz,136.186,69.068,1.75,3.3,3.8,0.2,0.25,0.988,125.645
300.0 MHz,139.316,69.266,1.75,3.3,3.9,0.2,0.25,0.988,124.58
300.0 MHz,142.378,69.462,1.75,3.3,4.0,0.2,0.25,0.988,123.548
300.0 MHz,145.449,69.608,1.75,3.3,4.1,0.2,0.25,0.988,122.523
300.0 MHz,148.521,69.753,1.75,3.3,4.2,0.2,0.25,0.988,121.508
300.0 MHz,151.592,69.896,1.75,3.3,4.3,0.2,0.25,0.988,120.503
300.0 MHz,154.665,70.084,1.75,3.3,4.4,0.2,0.25,0.988,119.507
300.0 MHz,157.679,70.107,1.75,3.3,4.5,0.2,0.25,0.988,118.54
300.0 MHz,160.896,70.482,1.75,3.3,4.6,0.2,0.25,0.987,117.518
300.0 MHz,163.98,70.542,1.75,3.3,4.7,0.2,0.25,0.987,116.549
300.0 MHz,167.048,70.683,1.75,3.3,4.8,0.2,0.25,0.987,115.595
300.0 MHz,164.101,69.507,1.75,3.3,4.9,0.2,0.3,0.987,116.511
300.0 MHz,145.086,75.035,1.75,3.3,4.9,0.25,0.3,0.989,122.644
300.0 MHz,167.115,69.618,1.75,3.3,5.0,0.2,0.3,0.987,115.574
300.0 MHz,147.792,75.167,1.75,3.3,5.0,0.25,0.3,0.989,121.748
300.0 MHz,137.921,52.538,1.75,3.4,2.0,0.1,0.1,,
300.0 MHz,86.811,63.912,1.75,3.4,2.0,0.2,0.2,0.991,143.756
300.0 MHz,90.102,64.54,1.75,3.4,2.1,0.2,0.2,0.991,142.476
300.0 MHz,146.507,53.114,1.75,3.4,2.2,0.1,0.1,0.984,122.171
300.0 MHz,93.298,64.98,1.75,3.4,2.2,0.2,0.2,0.99,141.243
300.0 MHz,150.815,53.434,1.75,3.4,2.3,0.1,0.1,0.984,120.754
300.0 MHz,99.656,66.125,1.75,3.4,2.4,0.2,0.2,0.99,138.817
300.0 MHz,98.298,65.36,1.75,3.4,2.5,0.2,0.25,0.99,139.332
300.0 MHz,89.144,70.733,1.75,3.4,2.5,0.25,0.2,0.991,142.848
300.0 MHz,101.466,65.825,1.75,3.4,2.6,0.2,0.25,0.99,138.133
300.0 MHz,92.092,71.211,1.75,3.4,2.6,0.25,0.2,0.991,141.707
300.0 MHz,104.549,66.209,1.75,3.4,2.7,0.2,0.25,0.99,136.976
300.0 MHz,95.114,71.887,1.75,3.4,2.7,0.25,0.2,0.991,140.547
300.0 MHz,107.692,66.596,1.75,3.4,2.8,0.2,0.25,0.99,135.805
300.0 MHz,98.044,72.406,1.75,3.4,2.8,0.25,0.2,0.991,139.429
300.0 MHz,110.768,66.915,1.75,3.4,2.9,0.2,0.25,0.989,134.669
300.0 MHz,100.996,72.778,1.75,3.4,2.9,0.25,0.2,0.991,138.311
300.0 MHz,113.847,67.214,1.75,3.4,3.0,0.2,0.25,0.989,133.541
300.0 MHz,103.898,73.187,1.75,3.4,3.0,0.25,0.2,0.991,137.22
300.0 MHz,116.913,67.513,1.75,3.4,3.1,0.2,0.25,0.989,132.427
300.0 MHz,106.795,73.549,1.75,3.4,3.1,0.25,0.2,0.991,136.139
300.0 MHz,119.982,67.761,1.75,3.4,3.2,0.2,0.25,0.989,131.322
300.0 MHz,109.719,73.819,1.75,3.4,3.2,0.25,0.2,0.99,135.056
300.0 MHz,122.975,67.933,1.75,3.4,3.3,0.2,0.25,0.989,130.253
300.0 MHz,112.569,73.985,1.75,3.4,3.3,0.25,0.2,0.99,134.009
300.0 MHz,126.118,68.281,1.75,3.4,3.4,0.2,0.25,0.989,129.14
300.0 MHz,115.511,74.502,1.75,3.4,3.4,0.25,0.2,0.99,132.936
300.0 MHz,129.25,68.659,1.75,3.4,3.5,0.2,0.25,0.989,128.042
300.0 MHz,118.474,74.98,1.75,3.4,3.5,0.25,0.2,0.99,131.864
300.0 MHz,132.328,68.898,1.75,3.4,3.6,0.2,0.25,0.988,126.972
300.0 MHz,121.386,75.251,1.75,3.4,3.6,0.25,0.2,0.99,130.82
300.0 MHz,135.418,69.072,1.75,3.4,3.7,0.2,0.25,0.988,125.908
300.0 MHz,124.326,75.457,1.75,3.4,3.7,0.25,0.2,0.99,129.774
300.0 MHz,138.453,69.236,1.75,3.4,3.8,0.2,0.25,0.988,124.873
300.0 MHz,141.593,69.425,1.75,3.4,3.9,0.2,0.25,0.988,123.812
300.0 MHz,144.669,69.621,1.75,3.4,4.0,0.2,0.25,0.988,122.783
300.0 MHz,147.752,69.766,1.75,3.4,4.1,0.2,0.25,0.988,121.761
300.0 MHz,150.837,69.909,1.75,3.4,4.2,0.2,0.25,0.988,120.749
300.0 MHz,153.921,70.053,1.75,3.4,4.3,0.2,0.25,0.988,119.747
300.0 MHz,156.953,70.146,1.75,3.4,4.4,0.2,0.25,0.988,118.772
300.0 MHz,160.034,70.262,1.75,3.4,4.5,0.2,0.25,0.987,117.791
300.0 MHz,163.262,70.63,1.75,3.4,4.6,0.2,0.25,0.987,116.774
300.0 MHz,166.358,70.69,1.75,3.4,4.7,0.2,0.25,0.987,115.809
300.0 MHz,169.439,70.832,1.75,3.4,4.8,0.2,0.25,0.987,114.859
300.0 MHz,166.48,69.659,1.75,3.4,4.9,0.2,0.3,0.987,115.771
300.0 MHz,147.35,75.464,1.75,3.4,4.9,0.25,0.3,0.989,121.894
300.0 MHz,169.506,69.765,1.75,3.4,5.0,0.2,0.3,0.987,114.838
300.0 MHz,150.14,75.553,1.75,3.4,5.0,0.25,0.3,0.989,120.977
300.0 MHz,140.647,52.55,1.75,3.5,2.0,0.1,0.1,,
300.0 MHz,88.918,64.171,1.75,3.5,2.0,0.2,0.2,0.991,142.936
300.0 MHz,92.229,64.797,1.75,3.5,2.1,0.2,0.2,0.99,141.654
300.0 MHz,149.255,53.114,1.75,3.5,2.2,0.1,0.1,0.984,121.265
300.0 MHz,153.588,53.441,1.75,3.5,2.3,0.1,0.1,0.984,119.853
300.0 MHz,101.916,66.483,1.75,3.5,2.4,0.2,0.2,0.99,137.964
300.0 MHz,162.23,54.024,1.75,3.5,2.5,0.1,0.1,0.984,117.096
300.0 MHz,100.532,65.577,1.75,3.5,2.5,0.2,0.25,0.99,138.486
300.0 MHz,91.128,71.133,1.75,3.5,2.5,0.25,0.2,0.991,142.079
300.0 MHz,103.658,66.025,1.75,3.5,2.6,0.2,0.25,0.99,137.309
300.0 MHz,94.168,71.696,1.75,3.5,2.6,0.25,0.2,0.991,140.909
300.0 MHz,106.754,66.396,1.75,3.5,2.7,0.2,0.25,0.99,136.154
300.0 MHz,97.127,72.268,1.75,3.5,2.7,0.25,0.2,0.991,139.778
300.0 MHz,109.911,66.779,1.75,3.5,2.8,0.2,0.25,0.989,134.985
300.0 MHz,100.073,72.78,1.75,3.5,2.8,0.25,0.2,0.991,138.66
300.0 MHz,112.999,67.09,1.75,3.5,2.9,0.2,0.25,0.989,133.851
300.0 MHz,103.037,73.143,1.75,3.5,2.9,0.25,0.2,0.991,137.543
300.0 MHz,183.57,54.956,1.75,3.5,3.0,0.1,0.1,0.983,110.625
300.0 MHz,116.091,67.384,1.75,3.5,3.0,0.2,0.25,0.989,132.725
300.0 MHz,105.953,73.544,1.75,3.5,3.0,0.25,0.2,0.991,136.452
300.0 MHz,119.169,67.678,1.75,3.5,3.1,0.2,0.25,0.989,131.614
300.0 MHz,108.863,73.898,1.75,3.5,3.1,0.25,0.2,0.991,135.372
300.0 MHz,122.249,67.922,1.75,3.5,3.2,0.2,0.25,0.989,130.511
300.0 MHz,111.798,74.159,1.75,3.5,3.2,0.25,0.2,0.99,134.291
300.0 MHz,125.332,68.185,1.75,3.5,3.3,0.2,0.25,0.989,129.418
300.0 MHz,114.728,74.457,1.75,3.5,3.3,0.25,0.2,0.99,133.22
300.0 MHz,128.415,68.443,1.75,3.5,3.4,0.2,0.25,0.989,128.334
300.0 MHz,117.651,74.827,1.75,3.5,3.4,0.25,0.2,0.99,132.161
300.0 MHz,204.928,55.415,1.75,3.5,3.5,0.1,0.1,0.983,104.617
300.0 MHz,131.562,68.826,1.75,3.5,3.5,0.2,0.25,0.988,127.237
300.0 MHz,120.597,75.32,1.75,3.5,3.5,0.25,0.2,0.99,131.102
300.0 MHz,134.648,69.05,1.75,3.5,3.6,0.2,0.25,0.988,126.172
300.0 MHz,123.521,75.58,1.75,3.5,3.6,0.25,0.2,0.99,130.059
300.0 MHz,137.749,69.221,1.75,3.5,3.7,0.2,0.25,0.988,125.112
300.0 MHz,126.472,75.78,1.75,3.5,3.7,0.25,0.2,0.99,129.016
300.0 MHz,140.796,69.386,1.75,3.5,3.8,0.2,0.25,0.988,124.08
300.0 MHz,143.947,69.57,1.75,3.5,3.9,0.2,0.25,0.988,123.023
300.0 MHz,147.034,69.766,1.75,3.5,4.0,0.2,0.25,0.988,121.998
300.0 MHz,150.127,69.904,1.75,3.5,4.1,0.2,0.25,0.988,120.981
300.0 MHz,153.223,70.046,1.75,3.5,4.2,0.2,0.25,0.988,119.973
300.0 MHz,156.318,70.184,1.75,3.5,4.3,0.2,0.25,0.988,118.975
300.0 MHz,159.416,70.366,1.75,3.5,4.4,0.2,0.25,0.988,117.987
300.0 MHz,162.506,70.473,1.75,3.5,4.5,0.2,0.25,0.987,117.011
300.0 MHz,165.698,70.763,1.75,3.5,4.6,0.2,0.25,0.987,116.014
300.0 MHz,168.805,70.817,1.75,3.5,4.7,0.2,0.25,0.987,115.053
300.0 MHz,171.897,70.956,1.75,3.5,4.8,0.2,0.25,0.987,114.108
300.0 MHz,168.917,69.801,1.75,3.5,4.9,0.2,0.3,0.987,115.019
300.0 MHz,149.815,75.732,1.75,3.5,4.9,0.25,0.3,0.989,121.083
300.0 MHz,171.956,69.908,1.75,3.5,5.0,0.2,0.3,0.987,114.089
300.0 MHz,152.563,75.879,1.75,3.5,5.0,0.25,0.3,0.989,120.187
300.0 MHz,143.518,52.915,1.75,3.6,2.0,0.1,0.1,,
300.0 MHz,90.981,64.344,1.75,3.6,2.0,0.2,0.2,0.991,142.136
300.0 MHz,94.313,64.96,1.75,3.6,2.1,0.2,0.2,0.99,140.853
300.0 MHz,152.094,53.357,1.75,3.6,2.2,0.1,0.1,0.984,120.338
300.0 MHz,156.433,53.672,1.75,3.6,2.3,0.1,0.1,0.984,118.936
300.0 MHz,104.053,66.645,1.75,3.6,2.4,0.2,0.2,0.99,137.162
300.0 MHz,102.615,65.825,1.75,3.6,2.5,0.2,0.25,0.99,137.701
300.0 MHz,93.114,71.333,1.75,3.6,2.5,0.25,0.2,0.991,141.314
300.0 MHz,105.756,66.263,1.75,3.6,2.6,0.2,0.25,0.99,136.525
300.0 MHz,96.17,71.893,1.75,3.6,2.6,0.25,0.2,0.991,140.143
300.0 MHz,108.866,66.634,1.75,3.6,2.7,0.2,0.25,0.99,135.371
300.0 MHz,99.145,72.462,1.75,3.6,2.7,0.25,0.2,0.991,139.011
300.0 MHz,112.035,67.007,1.75,3.6,2.8,0.2,0.25,0.989,134.204
300.0 MHz,102.103,72.97,1.75,3.6,2.8,0.25,0.2,0.991,137.894
300.0 MHz,115.137,67.318,1.75,3.6,2.9,0.2,0.25,0.989,133.071
300.0 MHz,105.081,73.33,1.75,3.6,2.9,0.25,0.2,0.991,136.777
300.0 MHz,118.241,67.608,1.75,3.6,3.0,0.2,0.25,0.989,131.948
300.0 MHz,108.01,73.727,1.75,3.6,3.0,0.25,0.2,0.991,135.688
300.0 MHz,121.331,67.895,1.75,3.6,3.1,0.2,0.25,0.989,130.839
300.0 MHz,110.933,74.078,1.75,3.6,3.1,0.25,0.2,0.99,134.609
300.0 MHz,124.425,68.14,1.75,3.6,3.2,0.2,0.25,0.989,129.738
300.0 MHz,113.881,74.34,1.75,3.6,3.2,0.25,0.2,0.99,133.529
300.0 MHz,127.518,68.393,1.75,3.6,3.3,0.2,0.25,0.989,128.648
300.0 MHz,116.823,74.635,1.75,3.6,3.3,0.25,0.2,0.99,132.46
300.0 MHz,130.613,68.65,1.75,3.6,3.4,0.2,0.25,0.989,127.567
300.0 MHz,119.757,74.999,1.75,3.6,3.4,0.25,0.2,0.99,131.403
300.0 MHz,133.768,69.021,1.75,3.6,3.5,0.2,0.25,0.988,126.475
300.0 MHz,122.714,75.481,1.75,3.6,3.5,0.25,0.2,0.99,130.346
300.0 MHz,136.864,69.257,1.75,3.6,3.6,0.2,0.25,0.988,125.414
300.0 MHz,125.652,75.744,1.75,3.6,3.6,0.25,0.2,0.99,129.305
300.0 MHz,139.982,69.418,1.75,3.6,3.7,0.2,0.25,0.988,124.355
300.0 MHz,128.613,75.941,1.75,3.6,3.7,0.25,0.2,0.99,128.265
300.0 MHz,143.039,69.577,1.75,3.6,3.8,0.2,0.25,0.988,123.327
300.0 MHz,146.2,69.759,1.75,3.6,3.9,0.2,0.25,0.988,122.274
300.0 MHz,149.297,69.948,1.75,3.6,4.0,0.2,0.25,0.988,121.253
300.0 MHz,152.402,70.084,1.75,3.6,4.1,0.2,0.25,0.988,120.239
300.0 MHz,155.51,70.225,1.75,3.6,4.2,0.2,0.25,0.988,119.235
300.0 MHz,158.616,70.363,1.75,3.6,4.3,0.2,0.25,0.988,118.241
300.0 MHz,161.723,70.538,1.75,3.6,4.4,0.2,0.25,0.987,117.257
300.0 MHz,164.826,70.644,1.75,3.6,4.5,0.2,0.25,0.987,116.285
300.0 MHz,168.028,70.928,1.75,3.6,4.6,0.2,0.25,0.987,115.292
300.0 MHz,171.147,70.982,1.75,3.6,4.7,0.2,0.25,0.987,114.336
