freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
800.0 MHz,57.109,58.579,1.0,2.6,2.1,0.1,0.1,0.985,120.274
800.0 MHz,42.314,81.528,1.0,2.6,2.1,0.2,0.2,0.991,133.911
800.0 MHz,58.551,58.534,1.0,2.6,2.2,0.1,0.1,0.985,119.032
800.0 MHz,60.142,59.988,1.0,2.6,2.3,0.1,0.1,0.985,117.681
800.0 MHz,44.811,82.283,1.0,2.6,2.3,0.2,0.2,0.991,131.497
800.0 MHz,46.011,82.493,1.0,2.6,2.4,0.2,0.2,0.991,130.353
800.0 MHz,46.939,82.651,1.0,2.6,2.5,0.2,0.25,0.991,129.475
800.0 MHz,41.83,92.092,1.0,2.6,2.5,0.25,0.2,0.992,134.384
800.0 MHz,48.133,82.853,1.0,2.6,2.6,0.2,0.25,0.991,128.356
800.0 MHz,42.934,92.371,1.0,2.6,2.6,0.25,0.2,0.992,133.308
800.0 MHz,49.313,83.069,1.0,2.6,2.7,0.2,0.25,0.99,127.259
800.0 MHz,44.039,92.566,1.0,2.6,2.7,0.25,0.2,0.992,132.239
800.0 MHz,50.489,83.23,1.0,2.6,2.8,0.2,0.25,0.99,126.176
800.0 MHz,45.165,92.458,1.0,2.6,2.8,0.25,0.2,0.992,131.158
800.0 MHz,51.664,83.375,1.0,2.6,2.9,0.2,0.25,0.99,125.105
800.0 MHz,46.263,92.654,1.0,2.6,2.9,0.25,0.2,0.992,130.114
800.0 MHz,52.841,83.643,1.0,2.6,3.0,0.2,0.25,0.99,124.042
800.0 MHz,47.369,92.76,1.0,2.6,3.0,0.25,0.2,0.992,129.071
800.0 MHz,54.015,83.925,1.0,2.6,3.1,0.2,0.25,0.99,122.993
800.0 MHz,48.484,92.764,1.0,2.6,3.1,0.25,0.2,0.992,128.029
800.0 MHz,55.221,83.85,1.0,2.6,3.2,0.2,0.25,0.99,121.925
800.0 MHz,49.575,92.799,1.0,2.6,3.2,0.25,0.2,0.991,127.018
800.0 MHz,56.4,83.934,1.0,2.6,3.3,0.2,0.25,0.99,120.892
800.0 MHz,50.674,92.923,1.0,2.6,3.3,0.25,0.2,0.991,126.007
800.0 MHz,57.605,84.1,1.0,2.6,3.4,0.2,0.25,0.99,119.847
800.0 MHz,51.771,93.303,1.0,2.6,3.4,0.25,0.2,0.991,125.008
800.0 MHz,58.863,84.191,1.0,2.6,3.5,0.2,0.25,0.99,118.768
800.0 MHz,52.887,94.043,1.0,2.6,3.5,0.25,0.2,0.991,124.002
800.0 MHz,60.052,84.286,1.0,2.6,3.6,0.2,0.25,0.99,117.759
800.0 MHz,54.001,94.043,1.0,2.6,3.6,0.25,0.2,0.991,123.006
800.0 MHz,61.241,84.403,1.0,2.6,3.7,0.2,0.25,0.989,116.76
800.0 MHz,55.119,93.73,1.0,2.6,3.7,0.25,0.2,0.991,122.016
800.0 MHz,62.424,84.389,1.0,2.6,3.8,0.2,0.25,0.989,115.777
800.0 MHz,56.24,94.021,1.0,2.6,3.8,0.25,0.2,0.991,121.033
800.0 MHz,63.607,84.539,1.0,2.6,3.9,0.2,0.25,0.989,114.804
800.0 MHz,64.811,84.633,1.0,2.6,4.0,0.2,0.25,0.989,113.825
800.0 MHz,66.011,84.725,1.0,2.6,4.1,0.2,0.25,0.989,112.86
800.0 MHz,67.216,84.779,1.0,2.6,4.2,0.2,0.25,0.989,111.901
800.0 MHz,68.436,84.711,1.0,2.6,4.3,0.2,0.25,0.989,110.942
800.0 MHz,69.638,84.729,1.0,2.6,4.4,0.2,0.25,0.989,110.007
800.0 MHz,70.842,84.761,1.0,2.6,4.5,0.2,0.25,0.989,109.082
800.0 MHz,72.152,84.917,1.0,2.6,4.6,0.2,0.25,0.989,108.086
800.0 MHz,73.348,84.875,1.0,2.6,4.7,0.2,0.25,0.989,107.189
800.0 MHz,74.563,84.893,1.0,2.6,4.8,0.2,0.25,0.989,106.287
800.0 MHz,75.474,85.034,1.0,2.6,4.9,0.2,0.3,0.989,105.619
800.0 MHz,68.019,94.563,1.0,2.6,4.9,0.25,0.3,0.99,111.269
800.0 MHz,76.703,85.066,1.0,2.6,5.0,0.2,0.3,0.989,104.725
800.0 MHz,69.155,94.563,1.0,2.6,5.0,0.25,0.3,0.99,110.383
800.0 MHz,57.193,59.512,1.0,2.7,2.0,0.1,0.1,,
800.0 MHz,42.253,81.055,1.0,2.7,2.0,0.2,0.2,0.991,133.97
800.0 MHz,58.649,59.508,1.0,2.7,2.1,0.1,0.1,0.985,118.949
800.0 MHz,43.459,81.631,1.0,2.7,2.1,0.2,0.2,0.991,132.798
800.0 MHz,60.1,59.442,1.0,2.7,2.2,0.1,0.1,0.985,117.716
800.0 MHz,61.698,60.882,1.0,2.7,2.3,0.1,0.1,0.985,116.377
800.0 MHz,45.971,82.376,1.0,2.7,2.3,0.2,0.2,0.991,130.39
800.0 MHz,47.179,82.586,1.0,2.7,2.4,0.2,0.2,0.991,129.249
800.0 MHz,48.108,82.778,1.0,2.7,2.5,0.2,0.25,0.991,128.379
800.0 MHz,42.698,92.675,1.0,2.7,2.5,0.25,0.2,0.992,133.537
800.0 MHz,49.308,82.988,1.0,2.7,2.6,0.2,0.25,0.99,127.263
800.0 MHz,43.819,92.804,1.0,2.7,2.6,0.25,0.2,0.992,132.451
800.0 MHz,50.495,83.182,1.0,2.7,2.7,0.2,0.25,0.99,126.171
800.0 MHz,44.921,93.031,1.0,2.7,2.7,0.25,0.2,0.992,131.392
800.0 MHz,51.678,83.343,1.0,2.7,2.8,0.2,0.25,0.99,125.093
800.0 MHz,46.028,93.139,1.0,2.7,2.8,0.25,0.2,0.992,130.337
800.0 MHz,52.86,83.501,1.0,2.7,2.9,0.2,0.25,0.99,124.025
800.0 MHz,47.145,93.134,1.0,2.7,2.9,0.25,0.2,0.992,129.282
800.0 MHz,54.043,83.759,1.0,2.7,3.0,0.2,0.25,0.99,122.968
800.0 MHz,48.246,93.287,1.0,2.7,3.0,0.25,0.2,0.992,128.25
800.0 MHz,55.222,84.011,1.0,2.7,3.1,0.2,0.25,0.99,121.925
800.0 MHz,49.352,93.311,1.0,2.7,3.1,0.25,0.2,0.992,127.223
800.0 MHz,56.435,83.963,1.0,2.7,3.2,0.2,0.25,0.99,120.862
800.0 MHz,50.445,93.417,1.0,2.7,3.2,0.25,0.2,0.991,126.217
800.0 MHz,57.62,84.042,1.0,2.7,3.3,0.2,0.25,0.99,119.834
800.0 MHz,51.55,93.444,1.0,2.7,3.3,0.25,0.2,0.991,125.209
800.0 MHz,58.83,84.201,1.0,2.7,3.4,0.2,0.25,0.99,118.796
800.0 MHz,52.65,93.834,1.0,2.7,3.4,0.25,0.2,0.991,124.215
800.0 MHz,60.092,84.284,1.0,2.7,3.5,0.2,0.25,0.99,117.725
800.0 MHz,53.758,94.49,1.0,2.7,3.5,0.25,0.2,0.991,123.222
800.0 MHz,61.287,84.376,1.0,2.7,3.6,0.2,0.25,0.989,116.722
800.0 MHz,54.865,94.573,1.0,2.7,3.6,0.25,0.2,0.991,122.24
800.0 MHz,62.483,84.492,1.0,2.7,3.7,0.2,0.25,0.989,115.728
800.0 MHz,55.961,94.437,1.0,2.7,3.7,0.25,0.2,0.991,121.276
800.0 MHz,63.671,84.483,1.0,2.7,3.8,0.2,0.25,0.989,114.752
800.0 MHz,57.1,94.545,1.0,2.7,3.8,0.25,0.2,0.991,120.284
800.0 MHz,64.861,84.625,1.0,2.7,3.9,0.2,0.25,0.989,113.785
800.0 MHz,66.069,84.713,1.0,2.7,4.0,0.2,0.25,0.989,112.813
800.0 MHz,67.276,84.799,1.0,2.7,4.1,0.2,0.25,0.989,111.855
800.0 MHz,68.487,84.858,1.0,2.7,4.2,0.2,0.25,0.989,110.902
800.0 MHz,69.713,84.789,1.0,2.7,4.3,0.2,0.25,0.989,109.95
800.0 MHz,70.922,84.807,1.0,2.7,4.4,0.2,0.25,0.989,109.021
800.0 MHz,72.131,84.834,1.0,2.7,4.5,0.2,0.25,0.989,108.103
800.0 MHz,73.447,84.988,1.0,2.7,4.6,0.2,0.25,0.989,107.115
800.0 MHz,74.649,84.942,1.0,2.7,4.7,0.2,0.25,0.989,106.224
800.0 MHz,75.871,84.965,1.0,2.7,4.8,0.2,0.25,0.989,105.329
800.0 MHz,76.794,85.078,1.0,2.7,4.9,0.2,0.3,0.989,104.66
800.0 MHz,68.844,95.2,1.0,2.7,4.9,0.25,0.3,0.99,110.624
800.0 MHz,78.03,85.109,1.0,2.7,5.0,0.2,0.3,0.989,103.773
800.0 MHz,69.975,95.214,1.0,2.7,5.0,0.25,0.3,0.99,109.748
800.0 MHz,58.593,59.495,1.0,2.8,2.0,0.1,0.1,,
800.0 MHz,43.407,81.072,1.0,2.8,2.0,0.2,0.2,0.991,132.849
800.0 MHz,44.622,81.584,1.0,2.8,2.1,0.2,0.2,0.991,131.678
800.0 MHz,61.516,59.433,1.0,2.8,2.2,0.1,0.1,0.985,116.529
800.0 MHz,63.122,60.841,1.0,2.8,2.3,0.1,0.1,0.985,115.2
800.0 MHz,48.362,82.569,1.0,2.8,2.4,0.2,0.2,0.991,128.142
800.0 MHz,49.287,82.853,1.0,2.8,2.5,0.2,0.25,0.99,127.283
800.0 MHz,44.035,92.212,1.0,2.8,2.5,0.25,0.2,0.992,132.243
800.0 MHz,50.494,83.059,1.0,2.8,2.6,0.2,0.25,0.99,126.172
800.0 MHz,45.152,92.489,1.0,2.8,2.6,0.25,0.2,0.992,131.17
800.0 MHz,51.688,83.255,1.0,2.8,2.7,0.2,0.25,0.99,125.084
800.0 MHz,46.271,92.684,1.0,2.8,2.7,0.25,0.2,0.992,130.106
800.0 MHz,52.877,83.419,1.0,2.8,2.8,0.2,0.25,0.99,124.01
800.0 MHz,47.411,92.581,1.0,2.8,2.8,0.25,0.2,0.992,129.032
800.0 MHz,54.065,83.568,1.0,2.8,2.9,0.2,0.25,0.99,122.948
800.0 MHz,48.521,92.783,1.0,2.8,2.9,0.25,0.2,0.992,127.994
800.0 MHz,55.254,83.803,1.0,2.8,3.0,0.2,0.25,0.99,121.897
800.0 MHz,49.64,92.861,1.0,2.8,3.0,0.25,0.2,0.991,126.958
800.0 MHz,56.439,84.073,1.0,2.8,3.1,0.2,0.25,0.99,120.858
800.0 MHz,50.766,92.869,1.0,2.8,3.1,0.25,0.2,0.991,125.923
800.0 MHz,57.658,84.02,1.0,2.8,3.2,0.2,0.25,0.99,119.802
800.0 MHz,51.87,92.937,1.0,2.8,3.2,0.25,0.2,0.991,124.919
800.0 MHz,58.849,84.103,1.0,2.8,3.3,0.2,0.25,0.99,118.78
800.0 MHz,52.981,93.06,1.0,2.8,3.3,0.25,0.2,0.991,123.917
800.0 MHz,60.065,84.263,1.0,2.8,3.4,0.2,0.25,0.99,117.748
800.0 MHz,54.089,93.427,1.0,2.8,3.4,0.25,0.2,0.991,122.927
800.0 MHz,61.33,84.333,1.0,2.8,3.5,0.2,0.25,0.989,116.685
800.0 MHz,55.211,94.052,1.0,2.8,3.5,0.25,0.2,0.991,121.934
800.0 MHz,62.531,84.424,1.0,2.8,3.6,0.2,0.25,0.989,115.689
800.0 MHz,56.338,94.057,1.0,2.8,3.6,0.25,0.2,0.991,120.947
800.0 MHz,63.732,84.536,1.0,2.8,3.7,0.2,0.25,0.989,114.702
800.0 MHz,57.468,93.821,1.0,2.8,3.7,0.25,0.2,0.991,119.966
800.0 MHz,64.927,84.523,1.0,2.8,3.8,0.2,0.25,0.989,113.732
800.0 MHz,58.599,94.034,1.0,2.8,3.8,0.25,0.2,0.991,118.994
800.0 MHz,66.122,84.672,1.0,2.8,3.9,0.2,0.25,0.989,112.771
800.0 MHz,67.336,84.749,1.0,2.8,4.0,0.2,0.25,0.989,111.807
800.0 MHz,68.549,84.842,1.0,2.8,4.1,0.2,0.25,0.989,110.854
800.0 MHz,69.766,84.889,1.0,2.8,4.2,0.2,0.25,0.989,109.909
800.0 MHz,70.997,84.826,1.0,2.8,4.3,0.2,0.25,0.989,108.963
800.0 MHz,72.212,84.839,1.0,2.8,4.4,0.2,0.25,0.989,108.042
800.0 MHz,73.427,84.868,1.0,2.8,4.5,0.2,0.25,0.989,107.13
800.0 MHz,74.748,85.009,1.0,2.8,4.6,0.2,0.25,0.989,106.151
800.0 MHz,75.956,84.968,1.0,2.8,4.7,0.2,0.25,0.989,105.267
800.0 MHz,77.184,84.986,1.0,2.8,4.8,0.2,0.25,0.989,104.379
800.0 MHz,78.108,85.1,1.0,2.8,4.9,0.2,0.3,0.989,103.717
800.0 MHz,70.514,94.559,1.0,2.8,4.9,0.25,0.3,0.99,109.334
800.0 MHz,79.35,85.134,1.0,2.8,5.0,0.2,0.3,0.989,102.837
800.0 MHz,71.662,94.561,1.0,2.8,5.0,0.25,0.3,0.99,108.458
800.0 MHz,60.002,59.398,1.0,2.9,2.0,0.1,0.1,,
800.0 MHz,44.543,81.082,1.0,2.9,2.0,0.2,0.2,0.991,131.754
800.0 MHz,45.764,81.617,1.0,2.9,2.1,0.2,0.2,0.991,130.588
800.0 MHz,62.941,59.346,1.0,2.9,2.2,0.1,0.1,0.985,115.348
800.0 MHz,64.555,60.731,1.0,2.9,2.3,0.1,0.1,0.985,114.031
800.0 MHz,49.528,82.562,1.0,2.9,2.4,0.2,0.2,0.99,127.06
800.0 MHz,50.476,82.775,1.0,2.9,2.5,0.2,0.25,0.99,126.189
800.0 MHz,45.022,92.31,1.0,2.9,2.5,0.25,0.2,0.992,131.295
800.0 MHz,51.689,82.981,1.0,2.9,2.6,0.2,0.25,0.99,125.083
800.0 MHz,46.146,92.586,1.0,2.9,2.6,0.25,0.2,0.992,130.225
800.0 MHz,52.889,83.177,1.0,2.9,2.7,0.2,0.25,0.99,124.0
800.0 MHz,47.271,92.782,1.0,2.9,2.7,0.25,0.2,0.992,129.163
800.0 MHz,54.085,83.342,1.0,2.9,2.8,0.2,0.25,0.99,122.931
800.0 MHz,48.416,92.686,1.0,2.9,2.8,0.25,0.2,0.992,128.092
800.0 MHz,55.279,83.455,1.0,2.9,2.9,0.2,0.25,0.99,121.874
800.0 MHz,49.531,92.853,1.0,2.9,2.9,0.25,0.2,0.991,127.057
800.0 MHz,56.473,83.726,1.0,2.9,3.0,0.2,0.25,0.99,120.829
800.0 MHz,50.656,92.959,1.0,2.9,3.0,0.25,0.2,0.991,126.024
800.0 MHz,57.664,83.995,1.0,2.9,3.1,0.2,0.25,0.99,119.796
800.0 MHz,51.788,92.969,1.0,2.9,3.1,0.25,0.2,0.991,124.993
800.0 MHz,58.889,83.939,1.0,2.9,3.2,0.2,0.25,0.99,118.746
800.0 MHz,52.897,93.035,1.0,2.9,3.2,0.25,0.2,0.991,123.993
800.0 MHz,60.086,84.031,1.0,2.9,3.3,0.2,0.25,0.99,117.73
800.0 MHz,54.014,93.156,1.0,2.9,3.3,0.25,0.2,0.991,122.995
800.0 MHz,61.26,84.099,1.0,2.9,3.4,0.2,0.25,0.989,116.744
800.0 MHz,55.126,93.514,1.0,2.9,3.4,0.25,0.2,0.991,122.01
800.0 MHz,62.576,84.247,1.0,2.9,3.5,0.2,0.25,0.989,115.651
800.0 MHz,56.246,94.129,1.0,2.9,3.5,0.25,0.2,0.991,121.027
800.0 MHz,63.782,84.341,1.0,2.9,3.6,0.2,0.25,0.989,114.661
800.0 MHz,57.378,94.145,1.0,2.9,3.6,0.25,0.2,0.991,120.043
800.0 MHz,64.99,84.452,1.0,2.9,3.7,0.2,0.25,0.989,113.681
800.0 MHz,58.517,93.895,1.0,2.9,3.7,0.25,0.2,0.991,119.064
800.0 MHz,66.19,84.442,1.0,2.9,3.8,0.2,0.25,0.989,112.717
800.0 MHz,59.65,94.122,1.0,2.9,3.8,0.25,0.2,0.991,118.099
800.0 MHz,67.39,84.584,1.0,2.9,3.9,0.2,0.25,0.989,111.764
800.0 MHz,68.61,84.666,1.0,2.9,4.0,0.2,0.25,0.989,110.806
800.0 MHz,69.829,84.757,1.0,2.9,4.1,0.2,0.25,0.989,109.86
800.0 MHz,71.051,84.807,1.0,2.9,4.2,0.2,0.25,0.989,108.922
800.0 MHz,72.289,84.741,1.0,2.9,4.3,0.2,0.25,0.989,107.984
800.0 MHz,73.509,84.756,1.0,2.9,4.4,0.2,0.25,0.989,107.069
800.0 MHz,74.73,84.783,1.0,2.9,4.5,0.2,0.25,0.989,106.164
800.0 MHz,76.055,84.922,1.0,2.9,4.6,0.2,0.25,0.989,105.195
800.0 MHz,77.269,84.878,1.0,2.9,4.7,0.2,0.25,0.989,104.317
800.0 MHz,78.503,84.898,1.0,2.9,4.8,0.2,0.25,0.989,103.436
800.0 MHz,79.427,85.031,1.0,2.9,4.9,0.2,0.3,0.989,102.783
800.0 MHz,71.6,94.657,1.0,2.9,4.9,0.25,0.3,0.99,108.505
800.0 MHz,80.674,85.056,1.0,2.9,5.0,0.2,0.3,0.989,101.911
800.0 MHz,72.753,94.659,1.0,2.9,5.0,0.25,0.3,0.99,107.635
800.0 MHz,61.41,59.307,1.0,3.0,2.0,0.1,0.1,,
800.0 MHz,45.756,81.636,1.0,3.0,2.0,0.2,0.2,0.991,130.595
800.0 MHz,46.985,82.162,1.0,3.0,2.1,0.2,0.2,0.991,129.432
800.0 MHz,64.366,59.267,1.0,3.0,2.2,0.1,0.1,0.985,114.184
800.0 MHz,65.987,60.631,1.0,3.0,2.3,0.1,0.1,0.985,112.877
800.0 MHz,50.772,83.043,1.0,3.0,2.4,0.2,0.2,0.99,125.918
800.0 MHz,68.939,60.71,1.0,3.0,2.5,0.1,0.1,0.985,110.547
800.0 MHz,51.712,83.248,1.0,3.0,2.5,0.2,0.25,0.99,125.061
800.0 MHz,45.996,92.794,1.0,3.0,2.5,0.25,0.2,0.992,130.367
800.0 MHz,52.932,83.438,1.0,3.0,2.6,0.2,0.25,0.99,123.961
800.0 MHz,47.137,92.933,1.0,3.0,2.6,0.25,0.2,0.992,129.289
800.0 MHz,54.138,83.633,1.0,3.0,2.7,0.2,0.25,0.99,122.883
800.0 MHz,48.259,93.162,1.0,3.0,2.7,0.25,0.2,0.992,128.238
800.0 MHz,55.338,83.755,1.0,3.0,2.8,0.2,0.25,0.99,121.822
800.0 MHz,49.385,93.242,1.0,3.0,2.8,0.25,0.2,0.991,127.193
800.0 MHz,56.538,83.896,1.0,3.0,2.9,0.2,0.25,0.99,120.772
800.0 MHz,50.52,93.247,1.0,3.0,2.9,0.25,0.2,0.991,126.149
800.0 MHz,76.271,60.621,1.0,3.0,3.0,0.1,0.1,0.984,105.035
800.0 MHz,57.739,84.14,1.0,3.0,3.0,0.2,0.25,0.99,119.732
800.0 MHz,51.639,93.399,1.0,3.0,3.0,0.25,0.2,0.991,125.128
800.0 MHz,58.935,84.397,1.0,3.0,3.1,0.2,0.25,0.99,118.706
800.0 MHz,52.764,93.457,1.0,3.0,3.1,0.25,0.2,0.991,124.112
800.0 MHz,60.165,84.336,1.0,3.0,3.2,0.2,0.25,0.99,117.663
800.0 MHz,53.874,93.563,1.0,3.0,3.2,0.25,0.2,0.991,123.119
800.0 MHz,61.367,84.411,1.0,3.0,3.3,0.2,0.25,0.989,116.655
800.0 MHz,54.996,93.592,1.0,3.0,3.3,0.25,0.2,0.991,122.124
800.0 MHz,62.593,84.554,1.0,3.0,3.4,0.2,0.25,0.989,115.637
800.0 MHz,56.055,93.769,1.0,3.0,3.4,0.25,0.2,0.991,121.194
800.0 MHz,83.741,61.255,1.0,3.0,3.5,0.1,0.1,0.984,99.809
800.0 MHz,63.871,84.635,1.0,3.0,3.5,0.2,0.25,0.989,114.589
800.0 MHz,57.219,94.576,1.0,3.0,3.5,0.25,0.2,0.991,120.181
800.0 MHz,65.083,84.724,1.0,3.0,3.6,0.2,0.25,0.989,113.605
800.0 MHz,58.343,94.657,1.0,3.0,3.6,0.25,0.2,0.991,119.213
800.0 MHz,66.295,84.821,1.0,3.0,3.7,0.2,0.25,0.989,112.633
800.0 MHz,59.465,94.509,1.0,3.0,3.7,0.25,0.2,0.991,118.256
800.0 MHz,67.5,84.803,1.0,3.0,3.8,0.2,0.25,0.989,111.677
800.0 MHz,68.706,84.935,1.0,3.0,3.9,0.2,0.25,0.989,110.731
800.0 MHz,91.157,61.06,1.0,3.0,4.0,0.1,0.1,0.984,94.988
800.0 MHz,69.932,85.012,1.0,3.0,4.0,0.2,0.25,0.989,109.78
800.0 MHz,71.155,85.089,1.0,3.0,4.1,0.2,0.25,0.989,108.843
800.0 MHz,72.383,85.135,1.0,3.0,4.2,0.2,0.25,0.989,107.912
800.0 MHz,73.626,85.06,1.0,3.0,4.3,0.2,0.25,0.989,106.982
800.0 MHz,74.852,85.068,1.0,3.0,4.4,0.2,0.25,0.989,106.075
800.0 MHz,76.078,85.088,1.0,3.0,4.5,0.2,0.25,0.989,105.178
800.0 MHz,77.411,85.225,1.0,3.0,4.6,0.2,0.25,0.989,104.216
800.0 MHz,78.63,85.176,1.0,3.0,4.7,0.2,0.25,0.989,103.346
800.0 MHz,79.87,85.187,1.0,3.0,4.8,0.2,0.25,0.989,102.472
800.0 MHz,80.733,85.047,1.0,3.0,4.9,0.2,0.3,0.989,101.87
800.0 MHz,72.536,95.178,1.0,3.0,4.9,0.25,0.3,0.99,107.798
800.0 MHz,81.986,85.068,1.0,3.0,5.0,0.2,0.3,0.989,101.005
800.0 MHz,73.684,95.191,1.0,3.0,5.0,0.25,0.3,0.99,106.939
800.0 MHz,62.817,59.238,1.0,3.1,2.0,0.1,0.1,,
800.0 MHz,46.879,82.508,1.0,3.1,2.0,0.2,0.2,0.991,129.532
800.0 MHz,48.116,83.019,1.0,3.1,2.1,0.2,0.2,0.991,128.371
800.0 MHz,65.789,59.206,1.0,3.1,2.2,0.1,0.1,0.985,113.036
800.0 MHz,67.417,60.545,1.0,3.1,2.3,0.1,0.1,0.985,111.741
800.0 MHz,51.923,83.867,1.0,3.1,2.4,0.2,0.2,0.99,124.87
800.0 MHz,52.874,84.044,1.0,3.1,2.5,0.2,0.25,0.99,124.013
800.0 MHz,47.355,93.0,1.0,3.1,2.5,0.25,0.2,0.992,129.084
800.0 MHz,54.099,84.223,1.0,3.1,2.6,0.2,0.25,0.99,122.918
800.0 MHz,48.491,93.26,1.0,3.1,2.6,0.25,0.2,0.992,128.022
800.0 MHz,55.31,84.377,1.0,3.1,2.7,0.2,0.25,0.99,121.847
800.0 MHz,49.627,93.411,1.0,3.1,2.7,0.25,0.2,0.991,126.969
800.0 MHz,56.517,84.514,1.0,3.1,2.8,0.2,0.25,0.99,120.79
800.0 MHz,50.784,93.306,1.0,3.1,2.8,0.25,0.2,0.991,125.907
800.0 MHz,57.722,84.647,1.0,3.1,2.9,0.2,0.25,0.99,119.746
800.0 MHz,51.912,93.486,1.0,3.1,2.9,0.25,0.2,0.991,124.881
800.0 MHz,58.928,84.878,1.0,3.1,3.0,0.2,0.25,0.99,118.713
800.0 MHz,53.048,93.58,1.0,3.1,3.0,0.25,0.2,0.991,123.857
800.0 MHz,60.129,85.12,1.0,3.1,3.1,0.2,0.25,0.99,117.693
800.0 MHz,54.189,93.598,1.0,3.1,3.1,0.25,0.2,0.991,122.839
800.0 MHz,61.365,85.051,1.0,3.1,3.2,0.2,0.25,0.99,116.657
800.0 MHz,55.311,93.639,1.0,3.1,3.2,0.25,0.2,0.991,121.847
800.0 MHz,62.572,85.117,1.0,3.1,3.3,0.2,0.25,0.989,115.655
800.0 MHz,56.438,93.747,1.0,3.1,3.3,0.25,0.2,0.991,120.859
800.0 MHz,63.803,85.248,1.0,3.1,3.4,0.2,0.25,0.989,114.644
800.0 MHz,57.56,94.077,1.0,3.1,3.4,0.25,0.2,0.991,119.887
800.0 MHz,65.088,85.292,1.0,3.1,3.5,0.2,0.25,0.989,113.601
800.0 MHz,58.668,94.654,1.0,3.1,3.5,0.25,0.2,0.991,118.935
800.0 MHz,66.305,85.365,1.0,3.1,3.6,0.2,0.25,0.989,112.625
800.0 MHz,59.81,94.654,1.0,3.1,3.6,0.25,0.2,0.991,117.963
800.0 MHz,67.522,85.454,1.0,3.1,3.7,0.2,0.25,0.989,111.66
800.0 MHz,60.989,94.431,1.0,3.1,3.7,0.25,0.2,0.991,116.971
800.0 MHz,68.733,85.432,1.0,3.1,3.8,0.2,0.25,0.989,110.71
800.0 MHz,69.944,85.554,1.0,3.1,3.9,0.2,0.25,0.989,109.772
800.0 MHz,71.174,85.618,1.0,3.1,4.0,0.2,0.25,0.989,108.828
800.0 MHz,72.402,85.686,1.0,3.1,4.1,0.2,0.25,0.989,107.898
800.0 MHz,73.636,85.727,1.0,3.1,4.2,0.2,0.25,0.989,106.975
800.0 MHz,74.884,85.646,1.0,3.1,4.3,0.2,0.25,0.989,106.051
800.0 MHz,76.115,85.651,1.0,3.1,4.4,0.2,0.25,0.989,105.151
800.0 MHz,77.347,85.66,1.0,3.1,4.5,0.2,0.25,0.989,104.262
800.0 MHz,78.685,85.77,1.0,3.1,4.6,0.2,0.25,0.989,103.307
800.0 MHz,79.91,85.716,1.0,3.1,4.7,0.2,0.25,0.989,102.444
800.0 MHz,81.154,85.717,1.0,3.1,4.8,0.2,0.25,0.989,101.578
800.0 MHz,82.111,85.341,1.0,3.1,4.9,0.2,0.3,0.989,100.919
800.0 MHz,74.175,94.652,1.0,3.1,4.9,0.25,0.3,0.99,106.575
800.0 MHz,83.37,85.354,1.0,3.1,5.0,0.2,0.3,0.989,100.062
800.0 MHz,75.341,94.653,1.0,3.1,5.0,0.25,0.3,0.99,105.717
800.0 MHz,64.239,59.077,1.0,3.2,2.0,0.1,0.1,,
800.0 MHz,48.045,82.411,1.0,3.2,2.0,0.2,0.2,0.991,128.437
800.0 MHz,49.291,82.924,1.0,3.2,2.1,0.2,0.2,0.99,127.279
800.0 MHz,67.226,59.057,1.0,3.2,2.2,0.1,0.1,0.984,111.891
800.0 MHz,28.157,87.7,1.0,3.2,2.2,0.2,0.2,0.994,148.39
800.0 MHz,68.863,60.379,1.0,3.2,2.3,0.1,0.1,0.985,110.607
800.0 MHz,53.122,83.776,1.0,3.2,2.4,0.2,0.2,0.99,123.791
800.0 MHz,54.077,83.942,1.0,3.2,2.5,0.2,0.25,0.99,122.938
800.0 MHz,48.45,93.088,1.0,3.2,2.5,0.25,0.2,0.992,128.061
800.0 MHz,55.308,84.098,1.0,3.2,2.6,0.2,0.25,0.99,121.849
800.0 MHz,49.592,93.314,1.0,3.2,2.6,0.25,0.2,0.991,127.002
800.0 MHz,56.526,84.277,1.0,3.2,2.7,0.2,0.25,0.99,120.783
800.0 MHz,50.735,93.497,1.0,3.2,2.7,0.25,0.2,0.991,125.952
800.0 MHz,57.739,84.418,1.0,3.2,2.8,0.2,0.25,0.99,119.732
800.0 MHz,51.898,93.397,1.0,3.2,2.8,0.25,0.2,0.991,124.894
800.0 MHz,58.949,84.544,1.0,3.2,2.9,0.2,0.25,0.99,118.694
800.0 MHz,53.031,93.575,1.0,3.2,2.9,0.25,0.2,0.991,123.872
800.0 MHz,60.161,84.772,1.0,3.2,3.0,0.2,0.25,0.99,117.667
800.0 MHz,54.173,93.668,1.0,3.2,3.0,0.25,0.2,0.991,122.853
800.0 MHz,61.368,85.016,1.0,3.2,3.1,0.2,0.25,0.99,116.654
800.0 MHz,55.321,93.666,1.0,3.2,3.1,0.25,0.2,0.991,121.837
800.0 MHz,62.608,84.978,1.0,3.2,3.2,0.2,0.25,0.989,115.625
800.0 MHz,56.447,93.746,1.0,3.2,3.2,0.25,0.2,0.991,120.852
800.0 MHz,63.822,85.02,1.0,3.2,3.3,0.2,0.25,0.989,114.629
800.0 MHz,57.579,93.827,1.0,3.2,3.3,0.25,0.2,0.991,119.87
800.0 MHz,65.058,85.149,1.0,3.2,3.4,0.2,0.25,0.989,113.626
