freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
700.0 MHz,28.69,83.727,0.5,2.8,2.7,0.2,0.25,0.994,151.672
700.0 MHz,25.34,95.817,0.5,2.8,2.7,0.25,0.2,0.996,154.868
700.0 MHz,29.261,83.787,0.5,2.8,2.8,0.2,0.25,0.994,151.131
700.0 MHz,25.893,95.792,0.5,2.8,2.8,0.25,0.2,0.995,154.338
700.0 MHz,29.838,83.886,0.5,2.8,2.9,0.2,0.25,0.994,150.587
700.0 MHz,26.49,95.142,0.5,2.8,2.9,0.25,0.2,0.995,153.766
700.0 MHz,30.415,84.084,0.5,2.8,3.0,0.2,0.25,0.994,150.043
700.0 MHz,26.975,95.88,0.5,2.8,3.0,0.25,0.2,0.995,153.303
700.0 MHz,30.991,84.215,0.5,2.8,3.1,0.2,0.25,0.994,149.502
700.0 MHz,27.504,95.782,0.5,2.8,3.1,0.25,0.2,0.995,152.798
700.0 MHz,31.577,84.176,0.5,2.8,3.2,0.2,0.25,0.994,148.953
700.0 MHz,28.043,95.786,0.5,2.8,3.2,0.25,0.2,0.995,152.286
700.0 MHz,32.157,84.256,0.5,2.8,3.3,0.2,0.25,0.994,148.41
700.0 MHz,28.595,95.83,0.5,2.8,3.3,0.25,0.2,0.995,151.762
700.0 MHz,32.773,84.471,0.5,2.8,3.4,0.2,0.25,0.994,147.836
700.0 MHz,29.133,96.4,0.5,2.8,3.4,0.25,0.2,0.995,151.253
700.0 MHz,33.358,84.548,0.5,2.8,3.5,0.2,0.25,0.994,147.293
700.0 MHz,29.685,96.49,0.5,2.8,3.5,0.25,0.2,0.995,150.731
700.0 MHz,33.94,84.63,0.5,2.8,3.6,0.2,0.25,0.994,146.753
700.0 MHz,30.221,96.473,0.5,2.8,3.6,0.25,0.2,0.995,150.225
700.0 MHz,34.523,84.724,0.5,2.8,3.7,0.2,0.25,0.993,146.214
700.0 MHz,30.77,96.442,0.5,2.8,3.7,0.25,0.2,0.995,149.71
700.0 MHz,35.098,84.722,0.5,2.8,3.8,0.2,0.25,0.993,145.685
700.0 MHz,31.325,96.469,0.5,2.8,3.8,0.25,0.2,0.995,149.189
700.0 MHz,35.678,84.844,0.5,2.8,3.9,0.2,0.25,0.993,145.151
700.0 MHz,36.265,84.951,0.5,2.8,4.0,0.2,0.25,0.993,144.614
700.0 MHz,36.847,85.07,0.5,2.8,4.1,0.2,0.25,0.993,144.082
700.0 MHz,37.437,85.052,0.5,2.8,4.2,0.2,0.25,0.993,143.545
700.0 MHz,38.025,85.065,0.5,2.8,4.3,0.2,0.25,0.993,143.01
700.0 MHz,38.611,85.117,0.5,2.8,4.4,0.2,0.25,0.993,142.48
700.0 MHz,39.192,85.164,0.5,2.8,4.5,0.2,0.25,0.993,141.957
700.0 MHz,39.819,85.402,0.5,2.8,4.6,0.2,0.25,0.993,141.392
700.0 MHz,40.397,85.368,0.5,2.8,4.7,0.2,0.25,0.993,140.874
700.0 MHz,40.984,85.422,0.5,2.8,4.8,0.2,0.25,0.993,140.35
700.0 MHz,41.571,85.508,0.5,2.8,4.9,0.2,0.3,0.992,139.827
700.0 MHz,37.355,96.972,0.5,2.8,4.9,0.25,0.3,0.994,143.62
700.0 MHz,42.161,85.577,0.5,2.8,5.0,0.2,0.3,0.992,139.303
700.0 MHz,37.894,97.004,0.5,2.8,5.0,0.25,0.3,0.994,143.13
700.0 MHz,32.551,59.647,0.5,2.9,2.0,0.1,0.1,,
700.0 MHz,25.22,82.851,0.5,2.9,2.0,0.2,0.2,0.995,154.983
700.0 MHz,25.789,83.038,0.5,2.9,2.1,0.2,0.2,0.995,154.437
700.0 MHz,33.926,59.535,0.5,2.9,2.2,0.1,0.1,0.991,146.766
700.0 MHz,34.669,60.432,0.5,2.9,2.3,0.1,0.1,0.991,146.079
700.0 MHz,27.541,83.455,0.5,2.9,2.4,0.2,0.2,0.995,152.763
700.0 MHz,28.122,83.503,0.5,2.9,2.5,0.2,0.25,0.994,152.21
700.0 MHz,24.762,95.601,0.5,2.9,2.5,0.25,0.2,0.996,155.424
700.0 MHz,28.702,83.601,0.5,2.9,2.6,0.2,0.25,0.994,151.661
700.0 MHz,25.288,95.708,0.5,2.9,2.6,0.25,0.2,0.996,154.918
700.0 MHz,29.278,83.709,0.5,2.9,2.7,0.2,0.25,0.994,151.115
700.0 MHz,25.83,95.695,0.5,2.9,2.7,0.25,0.2,0.995,154.398
700.0 MHz,29.851,83.773,0.5,2.9,2.8,0.2,0.25,0.994,150.575
700.0 MHz,26.382,95.693,0.5,2.9,2.8,0.25,0.2,0.995,153.869
700.0 MHz,30.427,83.874,0.5,2.9,2.9,0.2,0.25,0.994,150.031
700.0 MHz,26.972,95.194,0.5,2.9,2.9,0.25,0.2,0.995,153.306
700.0 MHz,31.005,84.04,0.5,2.9,3.0,0.2,0.25,0.994,149.489
700.0 MHz,27.464,95.776,0.5,2.9,3.0,0.25,0.2,0.995,152.836
700.0 MHz,31.581,84.186,0.5,2.9,3.1,0.2,0.25,0.994,148.949
700.0 MHz,27.995,95.662,0.5,2.9,3.1,0.25,0.2,0.995,152.331
700.0 MHz,32.168,84.159,0.5,2.9,3.2,0.2,0.25,0.994,148.401
700.0 MHz,28.535,95.676,0.5,2.9,3.2,0.25,0.2,0.995,151.819
700.0 MHz,32.748,84.237,0.5,2.9,3.3,0.2,0.25,0.994,147.859
700.0 MHz,29.085,95.738,0.5,2.9,3.3,0.25,0.2,0.995,151.297
700.0 MHz,33.364,84.443,0.5,2.9,3.4,0.2,0.25,0.994,147.287
700.0 MHz,29.624,96.264,0.5,2.9,3.4,0.25,0.2,0.995,150.789
700.0 MHz,33.948,84.516,0.5,2.9,3.5,0.2,0.25,0.994,146.746
700.0 MHz,30.175,96.378,0.5,2.9,3.5,0.25,0.2,0.995,150.269
700.0 MHz,34.532,84.597,0.5,2.9,3.6,0.2,0.25,0.993,146.207
700.0 MHz,30.713,96.34,0.5,2.9,3.6,0.25,0.2,0.995,149.763
700.0 MHz,35.115,84.685,0.5,2.9,3.7,0.2,0.25,0.993,145.669
700.0 MHz,31.262,96.319,0.5,2.9,3.7,0.25,0.2,0.995,149.248
700.0 MHz,35.69,84.691,0.5,2.9,3.8,0.2,0.25,0.993,145.14
700.0 MHz,31.817,96.374,0.5,2.9,3.8,0.25,0.2,0.995,148.728
700.0 MHz,36.27,84.803,0.5,2.9,3.9,0.2,0.25,0.993,144.609
700.0 MHz,36.858,84.916,0.5,2.9,4.0,0.2,0.25,0.993,144.072
700.0 MHz,37.44,85.026,0.5,2.9,4.1,0.2,0.25,0.993,143.542
700.0 MHz,38.031,85.016,0.5,2.9,4.2,0.2,0.25,0.993,143.006
700.0 MHz,38.619,85.02,0.5,2.9,4.3,0.2,0.25,0.993,142.473
700.0 MHz,39.205,85.08,0.5,2.9,4.4,0.2,0.25,0.993,141.944
700.0 MHz,39.786,85.123,0.5,2.9,4.5,0.2,0.25,0.993,141.422
700.0 MHz,40.413,85.351,0.5,2.9,4.6,0.2,0.25,0.993,140.86
700.0 MHz,40.991,85.321,0.5,2.9,4.7,0.2,0.25,0.993,140.343
700.0 MHz,41.579,85.374,0.5,2.9,4.8,0.2,0.25,0.992,139.82
700.0 MHz,42.166,85.463,0.5,2.9,4.9,0.2,0.3,0.992,139.298
700.0 MHz,37.849,96.866,0.5,2.9,4.9,0.25,0.3,0.994,143.171
700.0 MHz,42.757,85.53,0.5,2.9,5.0,0.2,0.3,0.992,138.776
700.0 MHz,38.389,96.885,0.5,2.9,5.0,0.25,0.3,0.994,142.681
700.0 MHz,33.262,59.419,0.5,3.0,2.0,0.1,0.1,,
700.0 MHz,25.821,82.624,0.5,3.0,2.0,0.2,0.2,0.995,154.406
700.0 MHz,26.39,82.816,0.5,3.0,2.1,0.2,0.2,0.995,153.861
700.0 MHz,34.637,59.32,0.5,3.0,2.2,0.1,0.1,0.991,146.109
700.0 MHz,35.381,60.198,0.5,3.0,2.3,0.1,0.1,0.991,145.424
700.0 MHz,28.143,83.237,0.5,3.0,2.4,0.2,0.2,0.994,152.191
700.0 MHz,28.724,83.289,0.5,3.0,2.5,0.2,0.25,0.994,151.639
700.0 MHz,25.295,95.595,0.5,3.0,2.5,0.25,0.2,0.996,154.912
700.0 MHz,29.304,83.392,0.5,3.0,2.6,0.2,0.25,0.994,151.091
700.0 MHz,25.831,95.729,0.5,3.0,2.6,0.25,0.2,0.995,154.397
700.0 MHz,29.881,83.487,0.5,3.0,2.7,0.2,0.25,0.994,150.546
700.0 MHz,26.373,95.702,0.5,3.0,2.7,0.25,0.2,0.995,153.878
700.0 MHz,30.453,83.548,0.5,3.0,2.8,0.2,0.25,0.994,150.007
700.0 MHz,26.916,95.692,0.5,3.0,2.8,0.25,0.2,0.995,153.359
700.0 MHz,31.03,83.627,0.5,3.0,2.9,0.2,0.25,0.994,149.465
700.0 MHz,27.522,95.159,0.5,3.0,2.9,0.25,0.2,0.995,152.782
700.0 MHz,31.608,83.814,0.5,3.0,3.0,0.2,0.25,0.994,148.924
700.0 MHz,27.998,95.744,0.5,3.0,3.0,0.25,0.2,0.995,152.328
700.0 MHz,32.185,83.967,0.5,3.0,3.1,0.2,0.25,0.994,148.385
700.0 MHz,28.539,95.678,0.5,3.0,3.1,0.25,0.2,0.995,151.815
700.0 MHz,32.772,83.943,0.5,3.0,3.2,0.2,0.25,0.994,147.837
700.0 MHz,29.08,95.691,0.5,3.0,3.2,0.25,0.2,0.995,151.303
700.0 MHz,33.353,84.023,0.5,3.0,3.3,0.2,0.25,0.994,147.298
700.0 MHz,29.621,95.736,0.5,3.0,3.3,0.25,0.2,0.995,150.792
700.0 MHz,33.968,84.233,0.5,3.0,3.4,0.2,0.25,0.994,146.728
700.0 MHz,30.168,96.259,0.5,3.0,3.4,0.25,0.2,0.995,150.275
700.0 MHz,34.553,84.306,0.5,3.0,3.5,0.2,0.25,0.993,146.187
700.0 MHz,30.71,96.362,0.5,3.0,3.5,0.25,0.2,0.995,149.765
700.0 MHz,35.136,84.386,0.5,3.0,3.6,0.2,0.25,0.993,145.649
700.0 MHz,31.258,96.34,0.5,3.0,3.6,0.25,0.2,0.995,149.251
700.0 MHz,35.72,84.474,0.5,3.0,3.7,0.2,0.25,0.993,145.113
700.0 MHz,31.807,96.312,0.5,3.0,3.7,0.25,0.2,0.995,148.737
700.0 MHz,36.296,84.475,0.5,3.0,3.8,0.2,0.25,0.993,144.586
700.0 MHz,36.876,84.591,0.5,3.0,3.9,0.2,0.25,0.993,144.056
700.0 MHz,37.464,84.703,0.5,3.0,4.0,0.2,0.25,0.993,143.521
700.0 MHz,38.046,84.82,0.5,3.0,4.1,0.2,0.25,0.993,142.991
700.0 MHz,38.637,84.805,0.5,3.0,4.2,0.2,0.25,0.993,142.457
700.0 MHz,39.226,84.815,0.5,3.0,4.3,0.2,0.25,0.993,141.926
700.0 MHz,39.812,84.873,0.5,3.0,4.4,0.2,0.25,0.993,141.398
700.0 MHz,40.393,84.917,0.5,3.0,4.5,0.2,0.25,0.993,140.877
700.0 MHz,41.021,85.147,0.5,3.0,4.6,0.2,0.25,0.993,140.317
700.0 MHz,41.6,85.118,0.5,3.0,4.7,0.2,0.25,0.992,139.801
700.0 MHz,42.187,85.172,0.5,3.0,4.8,0.2,0.25,0.992,139.28
700.0 MHz,42.775,85.261,0.5,3.0,4.9,0.2,0.3,0.992,138.76
700.0 MHz,38.388,96.84,0.5,3.0,4.9,0.25,0.3,0.994,142.682
700.0 MHz,43.366,85.324,0.5,3.0,5.0,0.2,0.3,0.992,138.239
700.0 MHz,38.938,96.865,0.5,3.0,5.0,0.25,0.3,0.994,142.185
700.0 MHz,33.963,59.397,0.5,3.1,2.0,0.1,0.1,,
700.0 MHz,26.412,82.648,0.5,3.1,2.0,0.2,0.2,0.995,153.84
700.0 MHz,26.982,82.831,0.5,3.1,2.1,0.2,0.2,0.995,153.296
700.0 MHz,35.339,59.295,0.5,3.1,2.2,0.1,0.1,0.99,145.463
700.0 MHz,36.083,60.166,0.5,3.1,2.3,0.1,0.1,0.99,144.78
700.0 MHz,28.734,83.232,0.5,3.1,2.4,0.2,0.2,0.994,151.63
700.0 MHz,29.316,83.288,0.5,3.1,2.5,0.2,0.25,0.994,151.079
700.0 MHz,25.886,95.51,0.5,3.1,2.5,0.25,0.2,0.995,154.344
700.0 MHz,29.896,83.385,0.5,3.1,2.6,0.2,0.25,0.994,150.532
700.0 MHz,26.415,95.688,0.5,3.1,2.6,0.25,0.2,0.995,153.838
700.0 MHz,30.473,83.486,0.5,3.1,2.7,0.2,0.25,0.994,149.988
700.0 MHz,26.957,95.662,0.5,3.1,2.7,0.25,0.2,0.995,153.32
700.0 MHz,31.045,83.524,0.5,3.1,2.8,0.2,0.25,0.994,149.451
700.0 MHz,27.508,95.582,0.5,3.1,2.8,0.25,0.2,0.995,152.794
700.0 MHz,31.623,83.618,0.5,3.1,2.9,0.2,0.25,0.994,148.91
700.0 MHz,28.116,94.917,0.5,3.1,2.9,0.25,0.2,0.995,152.216
700.0 MHz,32.201,83.796,0.5,3.1,3.0,0.2,0.25,0.994,148.37
700.0 MHz,28.592,95.663,0.5,3.1,3.0,0.25,0.2,0.995,151.765
700.0 MHz,32.778,83.952,0.5,3.1,3.1,0.2,0.25,0.994,147.832
700.0 MHz,29.125,95.634,0.5,3.1,3.1,0.25,0.2,0.995,151.26
700.0 MHz,33.366,83.923,0.5,3.1,3.2,0.2,0.25,0.994,147.286
700.0 MHz,29.665,95.646,0.5,3.1,3.2,0.25,0.2,0.995,150.749
700.0 MHz,33.947,84.006,0.5,3.1,3.3,0.2,0.25,0.993,146.747
700.0 MHz,30.215,95.645,0.5,3.1,3.3,0.25,0.2,0.995,150.232
700.0 MHz,34.562,84.205,0.5,3.1,3.4,0.2,0.25,0.993,146.179
700.0 MHz,30.754,96.21,0.5,3.1,3.4,0.25,0.2,0.995,149.725
700.0 MHz,35.147,84.282,0.5,3.1,3.5,0.2,0.25,0.993,145.64
700.0 MHz,31.305,96.267,0.5,3.1,3.5,0.25,0.2,0.995,149.208
700.0 MHz,35.731,84.359,0.5,3.1,3.6,0.2,0.25,0.993,145.103
700.0 MHz,31.844,96.285,0.5,3.1,3.6,0.25,0.2,0.995,148.703
700.0 MHz,36.315,84.446,0.5,3.1,3.7,0.2,0.25,0.993,144.568
700.0 MHz,32.394,96.249,0.5,3.1,3.7,0.25,0.2,0.995,148.19
700.0 MHz,36.891,84.452,0.5,3.1,3.8,0.2,0.25,0.993,144.042
700.0 MHz,37.472,84.562,0.5,3.1,3.9,0.2,0.25,0.993,143.513
700.0 MHz,38.059,84.671,0.5,3.1,4.0,0.2,0.25,0.993,142.98
700.0 MHz,38.642,84.783,0.5,3.1,4.1,0.2,0.25,0.993,142.452
700.0 MHz,39.234,84.772,0.5,3.1,4.2,0.2,0.25,0.993,141.919
700.0 MHz,39.824,84.787,0.5,3.1,4.3,0.2,0.25,0.993,141.388
700.0 MHz,40.41,84.838,0.5,3.1,4.4,0.2,0.25,0.993,140.863
700.0 MHz,40.991,84.886,0.5,3.1,4.5,0.2,0.25,0.993,140.343
700.0 MHz,41.618,85.109,0.5,3.1,4.6,0.2,0.25,0.992,139.785
700.0 MHz,42.197,85.074,0.5,3.1,4.7,0.2,0.25,0.992,139.271
700.0 MHz,42.786,85.128,0.5,3.1,4.8,0.2,0.25,0.992,138.751
700.0 MHz,43.374,85.218,0.5,3.1,4.9,0.2,0.3,0.992,138.232
700.0 MHz,38.986,96.737,0.5,3.1,4.9,0.25,0.3,0.994,142.142
700.0 MHz,43.965,85.281,0.5,3.1,5.0,0.2,0.3,0.992,137.713
700.0 MHz,39.529,96.798,0.5,3.1,5.0,0.25,0.3,0.994,141.653
700.0 MHz,34.665,59.293,0.5,3.2,2.0,0.1,0.1,,
700.0 MHz,27.004,82.699,0.5,3.2,2.0,0.2,0.2,0.995,153.275
700.0 MHz,27.573,82.885,0.5,3.2,2.1,0.2,0.2,0.994,152.733
700.0 MHz,36.041,59.194,0.5,3.2,2.2,0.1,0.1,0.99,144.818
700.0 MHz,36.786,60.052,0.5,3.2,2.3,0.1,0.1,0.99,144.138
700.0 MHz,29.326,83.267,0.5,3.2,2.4,0.2,0.2,0.994,151.07
700.0 MHz,29.908,83.317,0.5,3.2,2.5,0.2,0.25,0.994,150.521
700.0 MHz,26.43,95.389,0.5,3.2,2.5,0.25,0.2,0.995,153.824
700.0 MHz,30.488,83.419,0.5,3.2,2.6,0.2,0.25,0.994,149.974
700.0 MHz,26.967,95.523,0.5,3.2,2.6,0.25,0.2,0.995,153.31
700.0 MHz,31.065,83.487,0.5,3.2,2.7,0.2,0.25,0.994,149.432
700.0 MHz,27.51,95.476,0.5,3.2,2.7,0.25,0.2,0.995,152.793
700.0 MHz,31.638,83.549,0.5,3.2,2.8,0.2,0.25,0.994,148.895
700.0 MHz,28.053,95.458,0.5,3.2,2.8,0.25,0.2,0.995,152.276
700.0 MHz,32.216,83.648,0.5,3.2,2.9,0.2,0.25,0.994,148.355
700.0 MHz,28.662,94.955,0.5,3.2,2.9,0.25,0.2,0.995,151.698
700.0 MHz,32.794,83.816,0.5,3.2,3.0,0.2,0.25,0.994,147.817
700.0 MHz,29.137,95.549,0.5,3.2,3.0,0.25,0.2,0.995,151.249
700.0 MHz,33.372,83.974,0.5,3.2,3.1,0.2,0.25,0.994,147.28
700.0 MHz,29.678,95.484,0.5,3.2,3.1,0.25,0.2,0.995,150.737
700.0 MHz,33.96,83.939,0.5,3.2,3.2,0.2,0.25,0.993,146.735
700.0 MHz,30.219,95.498,0.5,3.2,3.2,0.25,0.2,0.995,150.227
700.0 MHz,34.541,84.016,0.5,3.2,3.3,0.2,0.25,0.993,146.198
700.0 MHz,30.761,95.543,0.5,3.2,3.3,0.25,0.2,0.995,149.718
700.0 MHz,35.156,84.212,0.5,3.2,3.4,0.2,0.25,0.993,145.631
700.0 MHz,31.308,96.043,0.5,3.2,3.4,0.25,0.2,0.995,149.205
700.0 MHz,35.742,84.292,0.5,3.2,3.5,0.2,0.25,0.993,145.093
700.0 MHz,31.85,96.141,0.5,3.2,3.5,0.25,0.2,0.995,148.697
700.0 MHz,36.326,84.363,0.5,3.2,3.6,0.2,0.25,0.993,144.558
700.0 MHz,32.399,96.119,0.5,3.2,3.6,0.25,0.2,0.995,148.185
700.0 MHz,36.91,84.445,0.5,3.2,3.7,0.2,0.25,0.993,144.025
700.0 MHz,32.949,96.092,0.5,3.2,3.7,0.25,0.2,0.994,147.673
700.0 MHz,37.487,84.453,0.5,3.2,3.8,0.2,0.25,0.993,143.5
700.0 MHz,38.068,84.561,0.5,3.2,3.9,0.2,0.25,0.993,142.972
700.0 MHz,38.656,84.664,0.5,3.2,4.0,0.2,0.25,0.993,142.44
700.0 MHz,39.239,84.777,0.5,3.2,4.1,0.2,0.25,0.993,141.914
700.0 MHz,39.831,84.77,0.5,3.2,4.2,0.2,0.25,0.993,141.381
700.0 MHz,40.421,84.786,0.5,3.2,4.3,0.2,0.25,0.993,140.852
700.0 MHz,41.007,84.831,0.5,3.2,4.4,0.2,0.25,0.993,140.329
700.0 MHz,41.589,84.874,0.5,3.2,4.5,0.2,0.25,0.992,139.811
700.0 MHz,42.216,85.092,0.5,3.2,4.6,0.2,0.25,0.992,139.254
700.0 MHz,42.796,85.06,0.5,3.2,4.7,0.2,0.25,0.992,138.742
700.0 MHz,43.384,85.113,0.5,3.2,4.8,0.2,0.25,0.992,138.223
700.0 MHz,43.973,85.199,0.5,3.2,4.9,0.2,0.3,0.992,137.706
700.0 MHz,39.537,96.626,0.5,3.2,4.9,0.25,0.3,0.994,141.646
700.0 MHz,44.565,85.263,0.5,3.2,5.0,0.2,0.3,0.992,137.188
700.0 MHz,40.08,96.654,0.5,3.2,5.0,0.25,0.3,0.994,141.158
700.0 MHz,35.366,59.207,0.5,3.3,2.0,0.1,0.1,,
700.0 MHz,27.602,82.723,0.5,3.3,2.0,0.2,0.2,0.994,152.705
700.0 MHz,28.172,82.897,0.5,3.3,2.1,0.2,0.2,0.994,152.163
700.0 MHz,36.743,59.112,0.5,3.3,2.2,0.1,0.1,0.99,144.177
700.0 MHz,37.487,59.952,0.5,3.3,2.3,0.1,0.1,0.99,143.499
700.0 MHz,29.925,83.274,0.5,3.3,2.4,0.2,0.2,0.994,150.504
700.0 MHz,30.508,83.322,0.5,3.3,2.5,0.2,0.25,0.994,149.956
700.0 MHz,26.961,95.444,0.5,3.3,2.5,0.25,0.2,0.995,153.316
700.0 MHz,31.088,83.4,0.5,3.3,2.6,0.2,0.25,0.994,149.411
700.0 MHz,27.49,95.544,0.5,3.3,2.6,0.25,0.2,0.995,152.812
700.0 MHz,31.666,83.493,0.5,3.3,2.7,0.2,0.25,0.994,148.87
700.0 MHz,28.033,95.518,0.5,3.3,2.7,0.25,0.2,0.995,152.295
700.0 MHz,32.239,83.545,0.5,3.3,2.8,0.2,0.25,0.994,148.334
700.0 MHz,28.585,95.502,0.5,3.3,2.8,0.25,0.2,0.995,151.772
700.0 MHz,32.817,83.639,0.5,3.3,2.9,0.2,0.25,0.994,147.796
700.0 MHz,29.183,94.959,0.5,3.3,2.9,0.25,0.2,0.995,151.205
700.0 MHz,33.396,83.808,0.5,3.3,3.0,0.2,0.25,0.994,147.258
700.0 MHz,29.669,95.582,0.5,3.3,3.0,0.25,0.2,0.995,150.746
700.0 MHz,33.974,83.962,0.5,3.3,3.1,0.2,0.25,0.993,146.722
700.0 MHz,30.204,95.535,0.5,3.3,3.1,0.25,0.2,0.995,150.242
700.0 MHz,34.562,83.927,0.5,3.3,3.2,0.2,0.25,0.993,146.179
700.0 MHz,30.744,95.541,0.5,3.3,3.2,0.25,0.2,0.995,149.733
700.0 MHz,35.143,84.008,0.5,3.3,3.3,0.2,0.25,0.993,145.643
700.0 MHz,31.294,95.574,0.5,3.3,3.3,0.25,0.2,0.995,149.218
700.0 MHz,35.758,84.2,0.5,3.3,3.4,0.2,0.25,0.993,145.078
700.0 MHz,31.833,96.077,0.5,3.3,3.4,0.25,0.2,0.995,148.713
700.0 MHz,36.344,84.269,0.5,3.3,3.5,0.2,0.25,0.993,144.541
700.0 MHz,32.384,96.168,0.5,3.3,3.5,0.25,0.2,0.995,148.199
700.0 MHz,36.929,84.344,0.5,3.3,3.6,0.2,0.25,0.993,144.008
700.0 MHz,32.925,96.151,0.5,3.3,3.6,0.25,0.2,0.994,147.695
700.0 MHz,37.513,84.423,0.5,3.3,3.7,0.2,0.25,0.993,143.475
700.0 MHz,33.475,96.117,0.5,3.3,3.7,0.25,0.2,0.994,147.185
700.0 MHz,38.09,84.431,0.5,3.3,3.8,0.2,0.25,0.993,142.952
700.0 MHz,38.672,84.542,0.5,3.3,3.9,0.2,0.25,0.993,142.426
700.0 MHz,39.26,84.629,0.5,3.3,4.0,0.2,0.25,0.993,141.895
700.0 MHz,39.844,84.752,0.5,3.3,4.1,0.2,0.25,0.993,141.37
700.0 MHz,40.436,84.74,0.5,3.3,4.2,0.2,0.25,0.993,140.839
700.0 MHz,41.026,84.753,0.5,3.3,4.3,0.2,0.25,0.992,140.312
700.0 MHz,41.613,84.801,0.5,3.3,4.4,0.2,0.25,0.992,139.789
700.0 MHz,42.195,84.844,0.5,3.3,4.5,0.2,0.25,0.992,139.273
700.0 MHz,42.823,85.062,0.5,3.3,4.6,0.2,0.25,0.992,138.718
700.0 MHz,43.402,85.03,0.5,3.3,4.7,0.2,0.25,0.992,138.207
700.0 MHz,43.991,85.078,0.5,3.3,4.8,0.2,0.25,0.992,137.69
700.0 MHz,44.58,85.163,0.5,3.3,4.9,0.2,0.3,0.992,137.174
700.0 MHz,40.074,96.623,0.5,3.3,4.9,0.25,0.3,0.994,141.163
700.0 MHz,45.172,85.224,0.5,3.3,5.0,0.2,0.3,0.992,136.658
700.0 MHz,40.618,96.652,0.5,3.3,5.0,0.25,0.3,0.993,140.677
700.0 MHz,36.078,58.995,0.5,3.4,2.0,0.1,0.1,,
700.0 MHz,28.194,82.752,0.5,3.4,2.0,0.2,0.2,0.994,152.142
700.0 MHz,28.764,82.917,0.5,3.4,2.1,0.2,0.2,0.994,151.602
700.0 MHz,37.455,58.908,0.5,3.4,2.2,0.1,0.1,0.99,143.528
700.0 MHz,29.34,82.931,0.5,3.4,2.2,0.2,0.2,0.994,151.056
700.0 MHz,38.2,59.741,0.5,3.4,2.3,0.1,0.1,0.99,142.852
700.0 MHz,30.517,83.279,0.5,3.4,2.4,0.2,0.2,0.994,149.947
700.0 MHz,31.1,83.309,0.5,3.4,2.5,0.2,0.25,0.994,149.4
700.0 MHz,27.497,95.377,0.5,3.4,2.5,0.25,0.2,0.995,152.805
700.0 MHz,31.68,83.398,0.5,3.4,2.6,0.2,0.25,0.994,148.856
700.0 MHz,28.035,95.499,0.5,3.4,2.6,0.25,0.2,0.995,152.294
700.0 MHz,32.259,83.487,0.5,3.4,2.7,0.2,0.25,0.994,148.316
700.0 MHz,28.578,95.476,0.5,3.4,2.7,0.25,0.2,0.995,151.778
700.0 MHz,32.832,83.543,0.5,3.4,2.8,0.2,0.25,0.994,147.782
700.0 MHz,29.122,95.473,0.5,3.4,2.8,0.25,0.2,0.995,151.263
700.0 MHz,33.411,83.641,0.5,3.4,2.9,0.2,0.25,0.994,147.244
700.0 MHz,29.748,94.863,0.5,3.4,2.9,0.25,0.2,0.995,150.671
700.0 MHz,33.99,83.801,0.5,3.4,3.0,0.2,0.25,0.993,146.708
700.0 MHz,30.207,95.554,0.5,3.4,3.0,0.25,0.2,0.995,150.238
700.0 MHz,34.568,83.953,0.5,3.4,3.1,0.2,0.25,0.993,146.173
700.0 MHz,30.75,95.496,0.5,3.4,3.1,0.25,0.2,0.995,149.728
700.0 MHz,35.156,83.918,0.5,3.4,3.2,0.2,0.25,0.993,145.631
700.0 MHz,31.291,95.503,0.5,3.4,3.2,0.25,0.2,0.995,149.221
700.0 MHz,35.738,83.994,0.5,3.4,3.3,0.2,0.25,0.993,145.096
700.0 MHz,31.833,95.547,0.5,3.4,3.3,0.25,0.2,0.995,148.713
700.0 MHz,36.353,84.183,0.5,3.4,3.4,0.2,0.25,0.993,144.533
700.0 MHz,32.379,96.024,0.5,3.4,3.4,0.25,0.2,0.995,148.203
700.0 MHz,36.939,84.25,0.5,3.4,3.5,0.2,0.25,0.993,143.998
700.0 MHz,32.923,96.118,0.5,3.4,3.5,0.25,0.2,0.994,147.697
700.0 MHz,37.524,84.325,0.5,3.4,3.6,0.2,0.25,0.993,143.465
700.0 MHz,33.472,96.097,0.5,3.4,3.6,0.25,0.2,0.994,147.187
700.0 MHz,38.109,84.407,0.5,3.4,3.7,0.2,0.25,0.993,142.934
700.0 MHz,34.022,96.065,0.5,3.4,3.7,0.25,0.2,0.994,146.678
700.0 MHz,38.686,84.41,0.5,3.4,3.8,0.2,0.25,0.993,142.412
700.0 MHz,39.268,84.515,0.5,3.4,3.9,0.2,0.25,0.993,141.888
700.0 MHz,39.856,84.604,0.5,3.4,4.0,0.2,0.25,0.993,141.359
700.0 MHz,40.441,84.722,0.5,3.4,4.1,0.2,0.25,0.993,140.835
700.0 MHz,41.033,84.71,0.5,3.4,4.2,0.2,0.25,0.992,140.306
700.0 MHz,41.624,84.726,0.5,3.4,4.3,0.2,0.25,0.992,139.779
700.0 MHz,42.211,84.774,0.5,3.4,4.4,0.2,0.25,0.992,139.259
700.0 MHz,42.794,84.82,0.5,3.4,4.5,0.2,0.25,0.992,138.743
700.0 MHz,43.421,85.025,0.5,3.4,4.6,0.2,0.25,0.992,138.19
700.0 MHz,44.001,84.997,0.5,3.4,4.7,0.2,0.25,0.992,137.681
700.0 MHz,44.591,85.044,0.5,3.4,4.8,0.2,0.25,0.992,137.165
