freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
900.0 MHz,14.294,73.614,0.25,2.0,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.0,2.0,0.2,0.2,0.998,166.02
900.0 MHz,11.411,103.917,0.25,2.0,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.0,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.0,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.0,2.5,0.2,0.2,0.997,162.411
900.0 MHz,27.657,101.901,0.25,2.0,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.0,4.9,0.25,0.3,0.995,148.46
900.0 MHz,23.349,123.108,0.25,2.0,4.9,0.3,0.3,0.996,150.415
900.0 MHz,28.242,101.778,0.25,2.0,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.0,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.1,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.1,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.1,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.1,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.1,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.1,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.1,2.5,0.2,0.2,0.997,162.411
900.0 MHz,27.657,101.901,0.25,2.1,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.1,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.1,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.1,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.2,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.2,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.2,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.2,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.2,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.2,2.4,0.2,0.2,0.997,163.134
900.0 MHz,27.657,101.901,0.25,2.2,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.2,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.2,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.2,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.3,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.3,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.3,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.3,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.3,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.3,2.4,0.2,0.2,0.997,163.134
900.0 MHz,27.657,101.901,0.25,2.3,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.3,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.3,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.3,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.4,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.4,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.4,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.4,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.4,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.4,2.4,0.2,0.2,0.997,163.134
900.0 MHz,27.657,101.901,0.25,2.4,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.4,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.4,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.4,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.5,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.5,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.5,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.5,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.5,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.5,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.5,2.5,0.2,0.25,0.997,162.411
900.0 MHz,12.139,115.706,0.25,2.5,2.5,0.25,0.2,0.998,164.365
900.0 MHz,14.278,104.54,0.25,2.5,2.6,0.2,0.25,0.997,161.654
900.0 MHz,12.653,121.095,0.25,2.5,2.6,0.25,0.2,0.998,163.712
900.0 MHz,14.856,104.008,0.25,2.5,2.7,0.2,0.25,0.997,160.925
900.0 MHz,13.187,118.724,0.25,2.5,2.7,0.25,0.2,0.998,163.035
900.0 MHz,15.429,103.637,0.25,2.5,2.8,0.2,0.25,0.997,160.203
900.0 MHz,13.714,118.362,0.25,2.5,2.8,0.25,0.2,0.997,162.367
900.0 MHz,16.003,103.377,0.25,2.5,2.9,0.2,0.25,0.997,159.482
900.0 MHz,14.259,117.249,0.25,2.5,2.9,0.25,0.2,0.997,161.678
900.0 MHz,16.584,102.854,0.25,2.5,3.0,0.2,0.25,0.996,158.754
900.0 MHz,14.79,116.904,0.25,2.5,3.0,0.25,0.2,0.997,161.008
900.0 MHz,17.154,102.491,0.25,2.5,3.1,0.2,0.25,0.996,158.041
900.0 MHz,15.325,116.33,0.25,2.5,3.1,0.25,0.2,0.997,160.334
900.0 MHz,17.729,102.19,0.25,2.5,3.2,0.2,0.25,0.996,157.324
900.0 MHz,15.853,116.112,0.25,2.5,3.2,0.25,0.2,0.997,159.67
900.0 MHz,18.307,101.916,0.25,2.5,3.3,0.2,0.25,0.996,156.604
900.0 MHz,16.384,115.914,0.25,2.5,3.3,0.25,0.2,0.997,159.004
900.0 MHz,18.884,101.68,0.25,2.5,3.4,0.2,0.25,0.996,155.888
900.0 MHz,16.914,115.71,0.25,2.5,3.4,0.25,0.2,0.997,158.34
900.0 MHz,19.46,101.466,0.25,2.5,3.5,0.2,0.25,0.996,155.175
900.0 MHz,17.443,115.263,0.25,2.5,3.5,0.25,0.2,0.997,157.68
900.0 MHz,20.04,101.157,0.25,2.5,3.6,0.2,0.25,0.996,154.46
900.0 MHz,17.975,114.992,0.25,2.5,3.6,0.25,0.2,0.997,157.017
900.0 MHz,20.645,102.963,0.25,2.5,3.7,0.2,0.25,0.996,153.715
900.0 MHz,18.512,116.871,0.25,2.5,3.7,0.25,0.2,0.997,156.35
900.0 MHz,21.227,102.772,0.25,2.5,3.8,0.2,0.25,0.996,153.0
900.0 MHz,19.054,116.394,0.25,2.5,3.8,0.25,0.2,0.996,155.677
900.0 MHz,21.813,102.441,0.25,2.5,3.9,0.2,0.25,0.995,152.284
900.0 MHz,22.386,102.166,0.25,2.5,4.0,0.2,0.25,0.995,151.585
900.0 MHz,22.967,102.009,0.25,2.5,4.1,0.2,0.25,0.995,150.878
900.0 MHz,23.548,101.789,0.25,2.5,4.2,0.2,0.25,0.995,150.174
900.0 MHz,24.131,101.62,0.25,2.5,4.3,0.2,0.25,0.995,149.469
900.0 MHz,24.713,101.464,0.25,2.5,4.4,0.2,0.25,0.995,148.768
900.0 MHz,25.297,101.32,0.25,2.5,4.5,0.2,0.25,0.995,148.068
900.0 MHz,25.879,101.194,0.25,2.5,4.6,0.2,0.25,0.995,147.372
900.0 MHz,26.464,100.972,0.25,2.5,4.7,0.2,0.25,0.995,146.675
900.0 MHz,27.081,102.115,0.25,2.5,4.8,0.2,0.25,0.995,145.942
900.0 MHz,27.657,101.901,0.25,2.5,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.5,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.5,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.5,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.6,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.6,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.6,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.6,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.6,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.6,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.6,2.5,0.2,0.25,0.997,162.411
900.0 MHz,12.139,115.706,0.25,2.6,2.5,0.25,0.2,0.998,164.365
900.0 MHz,14.278,104.54,0.25,2.6,2.6,0.2,0.25,0.997,161.654
900.0 MHz,12.653,121.095,0.25,2.6,2.6,0.25,0.2,0.998,163.712
900.0 MHz,14.856,104.008,0.25,2.6,2.7,0.2,0.25,0.997,160.925
900.0 MHz,13.187,118.724,0.25,2.6,2.7,0.25,0.2,0.998,163.035
900.0 MHz,15.429,103.637,0.25,2.6,2.8,0.2,0.25,0.997,160.203
900.0 MHz,13.714,118.362,0.25,2.6,2.8,0.25,0.2,0.997,162.367
900.0 MHz,16.003,103.377,0.25,2.6,2.9,0.2,0.25,0.997,159.482
900.0 MHz,14.259,117.249,0.25,2.6,2.9,0.25,0.2,0.997,161.678
900.0 MHz,16.584,102.854,0.25,2.6,3.0,0.2,0.25,0.996,158.754
900.0 MHz,14.79,116.904,0.25,2.6,3.0,0.25,0.2,0.997,161.008
900.0 MHz,17.154,102.491,0.25,2.6,3.1,0.2,0.25,0.996,158.041
900.0 MHz,15.325,116.33,0.25,2.6,3.1,0.25,0.2,0.997,160.334
900.0 MHz,17.729,102.19,0.25,2.6,3.2,0.2,0.25,0.996,157.324
900.0 MHz,15.853,116.112,0.25,2.6,3.2,0.25,0.2,0.997,159.67
900.0 MHz,18.307,101.916,0.25,2.6,3.3,0.2,0.25,0.996,156.604
900.0 MHz,16.384,115.914,0.25,2.6,3.3,0.25,0.2,0.997,159.004
900.0 MHz,18.884,101.68,0.25,2.6,3.4,0.2,0.25,0.996,155.888
900.0 MHz,16.914,115.71,0.25,2.6,3.4,0.25,0.2,0.997,158.34
900.0 MHz,19.46,101.466,0.25,2.6,3.5,0.2,0.25,0.996,155.175
900.0 MHz,17.443,115.263,0.25,2.6,3.5,0.25,0.2,0.997,157.68
900.0 MHz,20.04,101.157,0.25,2.6,3.6,0.2,0.25,0.996,154.46
900.0 MHz,17.975,114.992,0.25,2.6,3.6,0.25,0.2,0.997,157.017
900.0 MHz,20.645,102.963,0.25,2.6,3.7,0.2,0.25,0.996,153.715
900.0 MHz,18.512,116.871,0.25,2.6,3.7,0.25,0.2,0.997,156.35
900.0 MHz,21.227,102.772,0.25,2.6,3.8,0.2,0.25,0.996,153.0
900.0 MHz,19.054,116.394,0.25,2.6,3.8,0.25,0.2,0.996,155.677
900.0 MHz,21.813,102.441,0.25,2.6,3.9,0.2,0.25,0.995,152.284
900.0 MHz,22.386,102.166,0.25,2.6,4.0,0.2,0.25,0.995,151.585
900.0 MHz,22.967,102.009,0.25,2.6,4.1,0.2,0.25,0.995,150.878
900.0 MHz,23.548,101.789,0.25,2.6,4.2,0.2,0.25,0.995,150.174
900.0 MHz,24.131,101.62,0.25,2.6,4.3,0.2,0.25,0.995,149.469
900.0 MHz,24.713,101.464,0.25,2.6,4.4,0.2,0.25,0.995,148.768
900.0 MHz,25.297,101.32,0.25,2.6,4.5,0.2,0.25,0.995,148.068
900.0 MHz,25.879,101.194,0.25,2.6,4.6,0.2,0.25,0.995,147.372
900.0 MHz,26.464,100.972,0.25,2.6,4.7,0.2,0.25,0.995,146.675
900.0 MHz,27.081,102.115,0.25,2.6,4.8,0.2,0.25,0.995,145.942
900.0 MHz,27.657,101.901,0.25,2.6,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.6,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.6,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.6,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.7,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.7,2.0,0.2,0.2,0.998,166.02
900.0 MHz,14.976,72.944,0.25,2.7,2.1,0.1,0.1,0.995,160.773
900.0 MHz,11.411,103.917,0.25,2.7,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.7,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.7,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.7,2.5,0.2,0.25,0.997,162.411
900.0 MHz,12.139,115.706,0.25,2.7,2.5,0.25,0.2,0.998,164.365
900.0 MHz,14.278,104.54,0.25,2.7,2.6,0.2,0.25,0.997,161.654
900.0 MHz,12.653,121.095,0.25,2.7,2.6,0.25,0.2,0.998,163.712
900.0 MHz,14.856,104.008,0.25,2.7,2.7,0.2,0.25,0.997,160.925
900.0 MHz,13.187,118.724,0.25,2.7,2.7,0.25,0.2,0.998,163.035
900.0 MHz,15.429,103.637,0.25,2.7,2.8,0.2,0.25,0.997,160.203
900.0 MHz,13.714,118.362,0.25,2.7,2.8,0.25,0.2,0.997,162.367
900.0 MHz,16.003,103.377,0.25,2.7,2.9,0.2,0.25,0.997,159.482
900.0 MHz,14.259,117.249,0.25,2.7,2.9,0.25,0.2,0.997,161.678
900.0 MHz,16.584,102.854,0.25,2.7,3.0,0.2,0.25,0.996,158.754
900.0 MHz,14.79,116.904,0.25,2.7,3.0,0.25,0.2,0.997,161.008
900.0 MHz,17.154,102.491,0.25,2.7,3.1,0.2,0.25,0.996,158.041
900.0 MHz,15.325,116.33,0.25,2.7,3.1,0.25,0.2,0.997,160.334
900.0 MHz,17.729,102.19,0.25,2.7,3.2,0.2,0.25,0.996,157.324
900.0 MHz,15.853,116.112,0.25,2.7,3.2,0.25,0.2,0.997,159.67
900.0 MHz,18.307,101.916,0.25,2.7,3.3,0.2,0.25,0.996,156.604
900.0 MHz,16.384,115.914,0.25,2.7,3.3,0.25,0.2,0.997,159.004
900.0 MHz,18.884,101.68,0.25,2.7,3.4,0.2,0.25,0.996,155.888
900.0 MHz,16.914,115.71,0.25,2.7,3.4,0.25,0.2,0.997,158.34
900.0 MHz,19.46,101.466,0.25,2.7,3.5,0.2,0.25,0.996,155.175
900.0 MHz,17.443,115.263,0.25,2.7,3.5,0.25,0.2,0.997,157.68
900.0 MHz,20.04,101.157,0.25,2.7,3.6,0.2,0.25,0.996,154.46
900.0 MHz,17.975,114.992,0.25,2.7,3.6,0.25,0.2,0.997,157.017
900.0 MHz,20.645,102.963,0.25,2.7,3.7,0.2,0.25,0.996,153.715
900.0 MHz,18.512,116.871,0.25,2.7,3.7,0.25,0.2,0.997,156.35
900.0 MHz,21.227,102.772,0.25,2.7,3.8,0.2,0.25,0.996,153.0
900.0 MHz,19.054,116.394,0.25,2.7,3.8,0.25,0.2,0.996,155.677
900.0 MHz,21.813,102.441,0.25,2.7,3.9,0.2,0.25,0.995,152.284
900.0 MHz,22.386,102.166,0.25,2.7,4.0,0.2,0.25,0.995,151.585
900.0 MHz,22.967,102.009,0.25,2.7,4.1,0.2,0.25,0.995,150.878
900.0 MHz,23.548,101.789,0.25,2.7,4.2,0.2,0.25,0.995,150.174
900.0 MHz,24.131,101.62,0.25,2.7,4.3,0.2,0.25,0.995,149.469
900.0 MHz,24.713,101.464,0.25,2.7,4.4,0.2,0.25,0.995,148.768
900.0 MHz,25.297,101.32,0.25,2.7,4.5,0.2,0.25,0.995,148.068
900.0 MHz,25.879,101.194,0.25,2.7,4.6,0.2,0.25,0.995,147.372
900.0 MHz,26.464,100.972,0.25,2.7,4.7,0.2,0.25,0.995,146.675
900.0 MHz,27.081,102.115,0.25,2.7,4.8,0.2,0.25,0.995,145.942
900.0 MHz,27.657,101.901,0.25,2.7,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.7,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.7,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.7,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.8,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.8,2.0,0.2,0.2,0.998,166.02
900.0 MHz,11.411,103.917,0.25,2.8,2.1,0.2,0.2,0.998,165.293
900.0 MHz,12.542,102.501,0.25,2.8,2.3,0.2,0.2,0.997,163.854
900.0 MHz,13.109,102.051,0.25,2.8,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.8,2.5,0.2,0.25,0.997,162.411
900.0 MHz,12.139,115.706,0.25,2.8,2.5,0.25,0.2,0.998,164.365
900.0 MHz,14.278,104.54,0.25,2.8,2.6,0.2,0.25,0.997,161.654
900.0 MHz,12.653,121.095,0.25,2.8,2.6,0.25,0.2,0.998,163.712
900.0 MHz,14.856,104.008,0.25,2.8,2.7,0.2,0.25,0.997,160.925
900.0 MHz,13.187,118.724,0.25,2.8,2.7,0.25,0.2,0.998,163.035
900.0 MHz,15.429,103.637,0.25,2.8,2.8,0.2,0.25,0.997,160.203
900.0 MHz,13.714,118.362,0.25,2.8,2.8,0.25,0.2,0.997,162.367
900.0 MHz,16.003,103.377,0.25,2.8,2.9,0.2,0.25,0.997,159.482
900.0 MHz,14.259,117.249,0.25,2.8,2.9,0.25,0.2,0.997,161.678
900.0 MHz,16.584,102.854,0.25,2.8,3.0,0.2,0.25,0.996,158.754
900.0 MHz,14.79,116.904,0.25,2.8,3.0,0.25,0.2,0.997,161.008
900.0 MHz,17.154,102.491,0.25,2.8,3.1,0.2,0.25,0.996,158.041
900.0 MHz,15.325,116.33,0.25,2.8,3.1,0.25,0.2,0.997,160.334
900.0 MHz,17.729,102.19,0.25,2.8,3.2,0.2,0.25,0.996,157.324
900.0 MHz,15.853,116.112,0.25,2.8,3.2,0.25,0.2,0.997,159.67
900.0 MHz,18.307,101.916,0.25,2.8,3.3,0.2,0.25,0.996,156.604
900.0 MHz,16.384,115.914,0.25,2.8,3.3,0.25,0.2,0.997,159.004
900.0 MHz,18.884,101.68,0.25,2.8,3.4,0.2,0.25,0.996,155.888
900.0 MHz,16.914,115.71,0.25,2.8,3.4,0.25,0.2,0.997,158.34
900.0 MHz,19.46,101.466,0.25,2.8,3.5,0.2,0.25,0.996,155.175
900.0 MHz,17.443,115.263,0.25,2.8,3.5,0.25,0.2,0.997,157.68
900.0 MHz,20.04,101.157,0.25,2.8,3.6,0.2,0.25,0.996,154.46
900.0 MHz,17.975,114.992,0.25,2.8,3.6,0.25,0.2,0.997,157.017
900.0 MHz,20.645,102.963,0.25,2.8,3.7,0.2,0.25,0.996,153.715
900.0 MHz,18.512,116.871,0.25,2.8,3.7,0.25,0.2,0.997,156.35
900.0 MHz,21.227,102.772,0.25,2.8,3.8,0.2,0.25,0.996,153.0
900.0 MHz,19.054,116.394,0.25,2.8,3.8,0.25,0.2,0.996,155.677
900.0 MHz,21.813,102.441,0.25,2.8,3.9,0.2,0.25,0.995,152.284
900.0 MHz,22.386,102.166,0.25,2.8,4.0,0.2,0.25,0.995,151.585
900.0 MHz,22.967,102.009,0.25,2.8,4.1,0.2,0.25,0.995,150.878
900.0 MHz,23.548,101.789,0.25,2.8,4.2,0.2,0.25,0.995,150.174
900.0 MHz,24.131,101.62,0.25,2.8,4.3,0.2,0.25,0.995,149.469
900.0 MHz,24.713,101.464,0.25,2.8,4.4,0.2,0.25,0.995,148.768
900.0 MHz,25.297,101.32,0.25,2.8,4.5,0.2,0.25,0.995,148.068
900.0 MHz,25.879,101.194,0.25,2.8,4.6,0.2,0.25,0.995,147.372
900.0 MHz,26.464,100.972,0.25,2.8,4.7,0.2,0.25,0.995,146.675
900.0 MHz,27.081,102.115,0.25,2.8,4.8,0.2,0.25,0.995,145.942
900.0 MHz,27.657,101.901,0.25,2.8,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.8,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.8,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.8,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,2.9,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,2.9,2.0,0.2,0.2,0.998,166.02
900.0 MHz,11.411,103.917,0.25,2.9,2.1,0.2,0.2,0.998,165.293
900.0 MHz,13.109,102.051,0.25,2.9,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,2.9,2.5,0.2,0.25,0.997,162.411
900.0 MHz,12.139,115.706,0.25,2.9,2.5,0.25,0.2,0.998,164.365
900.0 MHz,14.278,104.54,0.25,2.9,2.6,0.2,0.25,0.997,161.654
900.0 MHz,12.653,121.095,0.25,2.9,2.6,0.25,0.2,0.998,163.712
900.0 MHz,14.856,104.008,0.25,2.9,2.7,0.2,0.25,0.997,160.925
900.0 MHz,13.187,118.724,0.25,2.9,2.7,0.25,0.2,0.998,163.035
900.0 MHz,15.429,103.637,0.25,2.9,2.8,0.2,0.25,0.997,160.203
900.0 MHz,13.714,118.362,0.25,2.9,2.8,0.25,0.2,0.997,162.367
900.0 MHz,16.003,103.377,0.25,2.9,2.9,0.2,0.25,0.997,159.482
900.0 MHz,14.259,117.249,0.25,2.9,2.9,0.25,0.2,0.997,161.678
900.0 MHz,16.584,102.854,0.25,2.9,3.0,0.2,0.25,0.996,158.754
900.0 MHz,14.79,116.904,0.25,2.9,3.0,0.25,0.2,0.997,161.008
900.0 MHz,17.154,102.491,0.25,2.9,3.1,0.2,0.25,0.996,158.041
900.0 MHz,15.325,116.33,0.25,2.9,3.1,0.25,0.2,0.997,160.334
900.0 MHz,17.729,102.19,0.25,2.9,3.2,0.2,0.25,0.996,157.324
900.0 MHz,15.853,116.112,0.25,2.9,3.2,0.25,0.2,0.997,159.67
900.0 MHz,18.307,101.916,0.25,2.9,3.3,0.2,0.25,0.996,156.604
900.0 MHz,16.384,115.914,0.25,2.9,3.3,0.25,0.2,0.997,159.004
900.0 MHz,18.884,101.68,0.25,2.9,3.4,0.2,0.25,0.996,155.888
900.0 MHz,16.914,115.71,0.25,2.9,3.4,0.25,0.2,0.997,158.34
900.0 MHz,19.46,101.466,0.25,2.9,3.5,0.2,0.25,0.996,155.175
900.0 MHz,17.443,115.263,0.25,2.9,3.5,0.25,0.2,0.997,157.68
900.0 MHz,20.04,101.157,0.25,2.9,3.6,0.2,0.25,0.996,154.46
900.0 MHz,17.975,114.992,0.25,2.9,3.6,0.25,0.2,0.997,157.017
900.0 MHz,20.645,102.963,0.25,2.9,3.7,0.2,0.25,0.996,153.715
900.0 MHz,18.512,116.871,0.25,2.9,3.7,0.25,0.2,0.997,156.35
900.0 MHz,21.227,102.772,0.25,2.9,3.8,0.2,0.25,0.996,153.0
900.0 MHz,19.054,116.394,0.25,2.9,3.8,0.25,0.2,0.996,155.677
900.0 MHz,21.813,102.441,0.25,2.9,3.9,0.2,0.25,0.995,152.284
900.0 MHz,22.386,102.166,0.25,2.9,4.0,0.2,0.25,0.995,151.585
900.0 MHz,22.967,102.009,0.25,2.9,4.1,0.2,0.25,0.995,150.878
900.0 MHz,23.548,101.789,0.25,2.9,4.2,0.2,0.25,0.995,150.174
900.0 MHz,24.131,101.62,0.25,2.9,4.3,0.2,0.25,0.995,149.469
900.0 MHz,24.713,101.464,0.25,2.9,4.4,0.2,0.25,0.995,148.768
900.0 MHz,25.297,101.32,0.25,2.9,4.5,0.2,0.25,0.995,148.068
900.0 MHz,25.879,101.194,0.25,2.9,4.6,0.2,0.25,0.995,147.372
900.0 MHz,26.464,100.972,0.25,2.9,4.7,0.2,0.25,0.995,146.675
900.0 MHz,27.081,102.115,0.25,2.9,4.8,0.2,0.25,0.995,145.942
900.0 MHz,27.657,101.901,0.25,2.9,4.9,0.2,0.3,0.994,145.262
900.0 MHz,24.97,115.483,0.25,2.9,4.9,0.25,0.3,0.995,148.46
900.0 MHz,28.242,101.778,0.25,2.9,5.0,0.2,0.3,0.994,144.572
900.0 MHz,25.512,115.297,0.25,2.9,5.0,0.25,0.3,0.995,147.811
900.0 MHz,14.294,73.614,0.25,3.0,2.0,0.1,0.1,,
900.0 MHz,10.841,104.935,0.25,3.0,2.0,0.2,0.2,0.998,166.02
900.0 MHz,11.411,103.917,0.25,3.0,2.1,0.2,0.2,0.998,165.293
900.0 MHz,13.109,102.051,0.25,3.0,2.4,0.2,0.2,0.997,163.134
900.0 MHz,13.68,101.42,0.25,3.0,2.5,0.2,0.25,0.997,162.411
900.0 MHz,12.139,115.706,0.25,3.0,2.5,0.25,0.2,0.998,164.365
900.0 MHz,14.278,104.54,0.25,3.0,2.6,0.2,0.25,0.997,161.654
900.0 MHz,12.653,121.095,0.25,3.0,2.6,0.25,0.2,0.998,163.712
900.0 MHz,14.856,104.008,0.25,3.0,2.7,0.2,0.25,0.997,160.925
900.0 MHz,13.187,118.724,0.25,3.0,2.7,0.25,0.2,0.998,163.035
900.0 MHz,15.429,103.637,0.25,3.0,2.8,0.2,0.25,0.997,160.203
900.0 MHz,13.714,118.362,0.25,3.0,2.8,0.25,0.2,0.997,162.367
900.0 MHz,16.003,103.377,0.25,3.0,2.9,0.2,0.25,0.997,159.482
900.0 MHz,14.259,117.249,0.25,3.0,2.9,0.25,0.2,0.997,161.678
900.0 MHz,16.584,102.854,0.25,3.0,3.0,0.2,0.25,0.996,158.754
900.0 MHz,14.79,116.904,0.25,3.0,3.0,0.25,0.2,0.997,161.008
900.0 MHz,17.154,102.491,0.25,3.0,3.1,0.2,0.25,0.996,158.041
900.0 MHz,15.325,116.33,0.25,3.0,3.1,0.25,0.2,0.997,160.334
900.0 MHz,17.729,102.19,0.25,3.0,3.2,0.2,0.25,0.996,157.324
900.0 MHz,15.853,116.112,0.25,3.0,3.2,0.25,0.2,0.997,159.67
900.0 MHz,18.307,101.916,0.25,3.0,3.3,0.2,0.25,0.996,156.604
900.0 MHz,16.384,115.914,0.25,3.0,3.3,0.25,0.2,0.997,159.004
900.0 MHz,18.884,101.68,0.25,3.0,3.4,0.2,0.25,0.996,155.888
900.0 MHz,16.914,115.71,0.25,3.0,3.4,0.25,0.2,0.997,158.34
900.0 MHz,19.46,101.466,0.25,3.0,3.5,0.2,0.25,0.996,155.175
900.0 MHz,17.443,115.263,0.25,3.0,3.5,0.25,0.2,0.997,157.68
900.0 MHz,20.04,101.157,0.25,3.0,3.6,0.2,0.25,0.996,154.46
900.0 MHz,17.975,114.992,0.25,3.0,3.6,0.25,0.2,0.997,157.017
900.0 MHz,20.645,102.963,0.25,3.0,3.7,0.2,0.25,0.996,153.715
